,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Importer,Name,Price,Province,Rating,Region,Reviewer,Reviewer Twitter Handle,Subregion,User Avg Rating,Variety,Vintage,Winery
1681,14.5%,"Sonoma County, Sonoma, California, US",750 ml,Red, US,6/1/2015,"A well-priced, higher production Zin with smaller amounts of Petite Sirah, Syrah, Malbec and Alicante Bouschet, this features plenty of ripe black and red berry fruit leveled by restrained, dusty tannins. Smooth and well crafted, it makes for a good house wine.",,,Sebastiani 2012 Zinfandel (Sonoma County),$17, California,88, Sonoma,Virginie Boone,@vboone,Sonoma County,Not rated yet [Add Your Review],Zinfandel,2012,Sebastiani
1682,14.8%,"Sonoma County, Sonoma, California, US",750 ml,Red, US,6/1/2015,"Made in large quantities, this is juicy and complex, offering soft, leathery layers of mocha and blackberry, with plenty of oomph and body to please a variety of palates. Approachable and easy to enjoy, the tannins are firm and the finish brief.",,,Seghesio 2013 Zinfandel (Sonoma County),$24, California,88, Sonoma,Virginie Boone,@vboone,Sonoma County,Not rated yet [Add Your Review],Zinfandel,2013,Seghesio
1683,14.9%,"Sonoma Valley, Sonoma, California, US",750 ml,Red, US,6/1/2015,"A combination of 76% Zinfandel and 24% Petite Sirah, this vineyard's lineage traces back in stages. The core six acres of Zinfandel was planted before 1892, the other acreage much more recently. Still, the wine retains an old soul of leather, tobacco and baking spice, wrapped around a ham-fisted swath of toasted oak.",Barricia Single Vineyard,,Ravenswood 2012 Barricia Single Vineyard Zinfandel (Sonoma Valley),$35, California,88, Sonoma,Virginie Boone,@vboone,Sonoma Valley,Not rated yet [Add Your Review],Zinfandel,2012,Ravenswood
1684,14.5%,"Sonoma Valley, Sonoma, California, US",750 ml,Red, US,6/1/2015,"Muted on the nose, this is a spicy, somewhat austere wine, shy in red berry fruit and soft tannins. From a 1,500-foot elevation vineyard, it lacks the power of some of its competitors, yet offers a balanced, less in-your-face take on the variety.",Montecillo Vineyard,,Keating 2012 Montecillo Vineyard Zinfandel (Sonoma Valley),$28, California,87, Sonoma,Virginie Boone,@vboone,Sonoma Valley,Not rated yet [Add Your Review],Zinfandel,2012,Keating
1685,14.5%,"Paso Robles, Central Coast, California, US",750 ml,Red, US,6/1/2015,"The stylish label puts this in the “bro” wine category, yet it's quite a good get for the price. Light aromas of crushed cherry candies, charred wood and fresh chopped mint drop into a palate laden with cherries and menthol. It's a nice, easy and not overpowering wine.",,,Chillhouse 2012 Zinfandel (Paso Robles),$20, California,87, Central Coast,Matt Kettmann,@mattkettmann,Paso Robles,Not rated yet [Add Your Review],Zinfandel,2012,Chillhouse
1686,15.8%,"Dry Creek Valley, Sonoma, California, US",750 ml,Red, US,6/1/2015,"Leathery, brambly blackberry flavors and aromas arrive with a bang in this bold, generous wine. Mouthcoating in smooth, vanilla-tinged tannins and reasonable oak, it's slightly sweet in a berry cobbler way, with a hit of smoke on the finish. Small amounts of Syrah and Petite Sirah are included.",Grist Vineyard,,Bradford Mountain 2012 Grist Vineyard Zinfandel (Dry Creek Valley),$32, California,87, Sonoma,Virginie Boone,@vboone,Dry Creek Valley,Not rated yet [Add Your Review],Zinfandel,2012,Bradford Mountain
1687,13.9%,"Napa Valley, Napa, California, US",750 ml,Red, US,6/1/2015,"American oak stands out on the nose, before this wine offers bright red raspberry, blackberry and an unexpected crispness. A follow-up of orange peel and clove confuses in pleasant ways, before the finish repeats the oak. Still young, this wine will benefit from airing.",,,Ca' Momi 2013 Zinfandel (Napa Valley),$26, California,87, Napa,Virginie Boone,@vboone,Napa Valley,Not rated yet [Add Your Review],Zinfandel,2013,Ca' Momi
1688,14.5%,"Paso Robles, Central Coast, California, US",750 ml,Red, US,6/1/2015,"Aromas of bloody meats mix with violets and purple berries on this wine from Paso's Zin masters. The flavors are a little watery at first, but show blackberry juice, tobacco and espresso. A little patience reveals a rather compelling wine.",Westside,,Peachy Canyon 2012 Westside Zinfandel (Paso Robles),$22, California,87, Central Coast,Matt Kettmann,@mattkettmann,Paso Robles,Not rated yet [Add Your Review],Zinfandel,2012,Peachy Canyon
1689,15%,"Paso Robles, Central Coast, California, US",750 ml,Red, US,6/1/2015,"Aromas of blueberries, beef roast and fudge give way to a light, straightforward palate of purple fruit. It's a clean wine, but not very complex.",Especial,,Peachy Canyon 2012 Especial Zinfandel (Paso Robles),$40, California,86, Central Coast,Matt Kettmann,@mattkettmann,Paso Robles,Not rated yet [Add Your Review],Zinfandel,2012,Peachy Canyon
1690,15.7%,"Dry Creek Valley, Sonoma, California, US",750 ml,Red, US,6/1/2015,"Jammy and ripe, this is a concentrated, extracted wine rich in blackberry and plum. Approachable, it offers a kick of heat and black pepper on the finish.",Red Rooster Old Vine,,Truett Hurst 2012 Red Rooster Old Vine Zinfandel (Dry Creek Valley),$33, California,86, Sonoma,Virginie Boone,@vboone,Dry Creek Valley,Not rated yet [Add Your Review],Zinfandel,2012,Truett Hurst
1691,15.1%,"Sonoma Valley, Sonoma, California, US",750 ml,Red, US,6/1/2015,"Juicy in a slightly overripe way, this sweet, plummy and jammy wine is soft and supple in broad tannins. On the finish, a combination of smoke and vanilla make their point.",Maus Vineyard,,Deering 2011 Maus Vineyard Zinfandel (Sonoma Valley),$42, California,85, Sonoma,Virginie Boone,@vboone,Sonoma Valley,Not rated yet [Add Your Review],Zinfandel,2011,Deering
1692,14.9%,"Napa Valley, Napa, California, US",750 ml,Red, US,6/1/2015,"Medium in weight, acidity and tannin, this conveys juicy blackberry and plum, but not much else to mark it as varietal. Muddled, it ends bittersweet.",,,Madrigal 2012 Zinfandel (Napa Valley),$28, California,85, Napa,Virginie Boone,@vboone,Napa Valley,Not rated yet [Add Your Review],Zinfandel,2012,Madrigal
1693,14.5%,"Russian River Valley, Sonoma, California, US",750 ml,Red, US,6/1/2015,"Blackberry jam and blueberry cobbler find common ground in this ripe, extracted wine, with a leathery exterior and a taste of dark chocolate. Medium bodied and not terribly high in acidity, it's approachable and enjoyable now.",Pagnano Vineyard,,WillowBrook Cellars 2012 Pagnano Vineyard Zinfandel (Russian River Valley),$32, California,85, Sonoma,Virginie Boone,@vboone,Russian River Valley,Not rated yet [Add Your Review],Zinfandel,2012,WillowBrook Cellars
1694,16%,"Alexander Valley, Sonoma, California, US",750 ml,Red, US,6/1/2015,"A rare, 100% Primitivo, this offers savory leather, cherry-berry cobbler and vanilla, with a yeasty nose of baked bread and graham cracker. Midway through, the wine falls apart, revealing the unmistakable heat of high alcohol.",River Lane,,DeLorimier 2012 River Lane Primitivo (Alexander Valley),$36, California,84, Sonoma,Virginie Boone,@vboone,Alexander Valley,Not rated yet [Add Your Review],"Primitivo, Zinfandel",2012,DeLorimier
1695,14.9%,"Napa Valley, Napa, California, US",750 ml,Red, US,6/1/2015,"Vanilla and marshmallow cream announced themselves on the nose before continuing their assault on the palate, along with a sweetness of blackberry jam. An addition of mint further upsets balance.",,,Napa Cellars 2012 Zinfandel (Napa Valley),$22, California,83, Napa,Virginie Boone,@vboone,Napa Valley,Not rated yet [Add Your Review],Zinfandel,2012,Napa Cellars
1696,15.7%,"Russian River Valley, Sonoma, California, US",750 ml,Red, US,5/1/2015,"Interplanted to Carignane, Alicante Bouschet and Grand Noir, this Zin vineyard hails back to 1895, a grande dame in the region, and is farmed by Ulises Valdez. The meticulous farming and winemaking are in full view, the wine velvety in blueberry and boysenberry fruit, while well-honed tannins and a full body announce its presence. On the finish is a satisfying streak of black licorice and pepper. Cellar through 2022.",Saitone Vineyard,,Carlisle 2012 Saitone Vineyard Zinfandel (Russian River Valley),$46, California,94, Sonoma,Virginie Boone,@vboone,Russian River Valley,Not rated yet [Add Your Review],Zinfandel,2012,Carlisle
1697,15.6%,"Dry Creek Valley, Sonoma, California, US",750 ml,Red, US,5/1/2015,"Big and robust, it is full bodied but also has lots of personality. It smells like blackberries and ripe plums, and tastes rich, ripe and and a bit hot. Memorable wild sage and wood smoke notes linger on the finish. Firm tannins and acidity shape all the elements in an appetizing way.",Trot and Follow,,Bella 2012 Trot and Follow Zinfandel (Dry Creek Valley),$48, California,93, Sonoma,Jim Gordon,@gordone_cellars,Dry Creek Valley,Not rated yet [Add Your Review],Zinfandel,2012,Bella
1698,14.5%,"Contra Costa County, Central Coast, California, US",750 ml,Red, US,5/1/2015,"A classic of the genre, this combines a deep color with luscious fruit character and spicy accents on a velvety texture. Firm tannins lend an appetizing grip, while the fresh ripe blackberry, clove and cedar flavors seem to melt on the tongue and linger on the finish. It shows great complexity and balance in a traditional dry style.",Carla's Vineyard,,Rosenblum 2011 Carla's Vineyard Zinfandel (Contra Costa County),$35, California,93, Central Coast,Jim Gordon,@gordone_cellars,Contra Costa County,Not rated yet [Add Your Review],Zinfandel,2011,Rosenblum
1699,15.6%,"Alexander Valley, Sonoma, California, US",750 ml,Red, US,5/1/2015,"A deep, dark color, unusually ripe and exotic aromas, and intense flavors recalling boysenberry syrup make this a monster Zin. It's not very tannic or astringent, but the body is so rich and the alcohol relatively high that it oozes power and concentration. This will be great after a meal with cheese or chocolate.",Block 10,,Bella 2012 Block 10 Zinfandel (Alexander Valley),$45, California,92, Sonoma,Jim Gordon,@gordone_cellars,Alexander Valley,Not rated yet [Add Your Review],Zinfandel,2012,Bella
1700,14.5%,"Amador County, Sierra Foothills, California, US",750 ml,Red, US,5/1/2015,"This is a sophisticated and ultrasmooth wine. A spicy, almost sweet aroma of classy oak leads to rich strawberry and plum flavors that glide lightly on the supple texture, which has just enough tannin and acidity to keep the wine well balanced.",Jack Rabbit Flat,,Fiddletown Cellars 2012 Jack Rabbit Flat Zinfandel (Amador County),$32, California,91, Sierra Foothills,Jim Gordon,@gordone_cellars,Amador County,Not rated yet [Add Your Review],Zinfandel,2012,Fiddletown Cellars
1701,17.2%,"Wahluke Slope, Columbia Valley, Washington, US",750 ml,Red, US,5/1/2015,"It's hard to ignore the high alcohol listing, but the wine is so well balanced and cohesive that few would even notice. It's aromatic with notes of dried and fresh cranberries and raspberries. The palate is full bodied and rich with concentrated, pure fruit flavors.",StoneTree Vineyard,,Two Vintners 2012 StoneTree Vineyard Zinfandel (Wahluke Slope),$29, Washington,91, Columbia Valley,Sean P. Sullivan,@wawinereport,Wahluke Slope,Not rated yet [Add Your Review],Zinfandel,2012,Two Vintners
1702,14.4%,"Paso Robles, Central Coast, California, US",750 ml,Red, US,5/1/2015,"This is a widely available and excellent wine for the price, with aromas of fresh strawberries, black rocks and gamy meats showing on the wondrously blended nose. Flavors are deep yet balanced, with black cherries, plum skins and licorice culminating in a spearmint, pine and eucalyptus finish.",Wheelhouse,,Sextant 2012 Wheelhouse Zinfandel (Paso Robles),$21, California,91, Central Coast,Matt Kettmann,@mattkettmann,Paso Robles,Not rated yet [Add Your Review],Zinfandel,2012,Sextant
1703,15.5%,"Santa Clara Valley, Central Coast, California, US",750 ml,Red, US,5/1/2015,"This is a savory wine from the valley where California's wine industry started before housing developments took over. Aromas of roasted pork, black cherry, blackberry and wild mint lure the nose. The palate delivers welcoming, broad notes of violet, more dark purple fruit, some peppercorns and a gamy finish.",J.D. Hurley,,Martin Ranch 2012 J.D. Hurley Zinfandel (Santa Clara Valley),$24, California,91, Central Coast,Matt Kettmann,@mattkettmann,Santa Clara Valley,Not rated yet [Add Your Review],Zinfandel,2012,Martin Ranch
1704,14.8%,"Sonoma County, Sonoma, California, US",750 ml,Red, US,5/1/2015,"Elegant and firm-textured, this tastes like it comes from a cool climate, bringing a nervy structure of acidity and tannins to support the dark fruit flavors, clove and black pepper. This will be great at dinner due to its balance and grip.",Barrel 32,,Bella 2012 Barrel 32 Zinfandel (Sonoma County),$55, California,91, Sonoma,Jim Gordon,@gordone_cellars,Sonoma County,Not rated yet [Add Your Review],Zinfandel,2012,Bella
1705,14.7%,"Sonoma Coast, Sonoma, California, US",750 ml,Red, US,5/1/2015,"Velvety on the palate, this wine initially conveys a sense of restraint. A shy line of cool-climate raspberry and strawberry are made brighter on the palate by zesty acidity. Begging for grilled meats, it becomes more substantial over time, offering leather and savory spice.",Parmelee-Hill Vineyard,,Armida 2012 Parmelee-Hill Vineyard Zinfandel (Sonoma Coast),$48, California,91, Sonoma,Virginie Boone,@vboone,Sonoma Coast,Not rated yet [Add Your Review],Zinfandel,2012,Armida
1706,14.9%,"Sonoma Valley, Sonoma, California, US",750 ml,Red, US,5/1/2015,"This storied site was planted originally in 1895 to Zin, Alicante Bouschet, Grande Noir, Carignane and Petite Sirah. The wine offers an exotic spice element supported by blueberry, boysenberry, blackberry and an herbal, buoyant acidity. A wonderful mouthfeel keeps things sumptuous on the palate, and the wine will age through 2022–2025",Pagani Ranch,,Carlisle 2012 Pagani Ranch Zinfandel (Sonoma Valley),$46, California,91, Sonoma,Virginie Boone,@vboone,Sonoma Valley,Not rated yet [Add Your Review],Zinfandel,2012,Carlisle
1707,15.4%,"Russian River Valley, Sonoma, California, US",750 ml,Red, US,5/1/2015,"This comes from the producer's home vineyard site, planted originally in 1927 to a cacophony of varieties, most of which the winemaker himself is now able to identify. Subtle smoke and baked red berry and blackberry come to the fore on the nose and palate, muted at first, with an accent of orange, before building power and steam on the finish.",Carlisle Vineyard,,Carlisle 2012 Carlisle Vineyard Zinfandel (Russian River Valley),$46, California,90, Sonoma,Virginie Boone,@vboone,Russian River Valley,Not rated yet [Add Your Review],Zinfandel,2012,Carlisle
1708,13%,"Central Coast, Central Coast, California, US",750 ml,Red, US,5/1/2015,"This wine is most notable—and worth seeking out to impress friends—because it hails from a Santa Cruz Mountain vineyard that was first planted in 1922. The old-vine aromas are remarkably fresh, with black cherry juice, anise, sage and a warm leather. There's a lot of zing on the palate, with flavors of blackberry, mint and black slate.",Saint Georges Old Vines,,Birichino 2013 Saint Georges Old Vines Zinfandel (Central Coast),$22, California,90, Central Coast,Matt Kettmann,@mattkettmann,Central Coast,Not rated yet [Add Your Review],Zinfandel,2013,Birichino
1709,14.5%,"Dry Creek Valley, Sonoma, California, US",750 ml,Red, US,5/1/2015,"Spicy in red berry and brown sugar, this is a leathery wine with large tannins that will benefit with time. It is medium bodied and savory-sweet, having spent 18 months in 50% new American oak. Give it a decant or let it lie in the cellar through 2020–2022.",,,Mill Creek 2012 Zinfandel (Dry Creek Valley),$28, California,90, Sonoma,Virginie Boone,@vboone,Dry Creek Valley,Not rated yet [Add Your Review],Zinfandel,2012,Mill Creek
1710,15.5%,"Paso Robles, Central Coast, California, US",750 ml,Red, US,5/1/2015,"Coming from one of the appellation's most consistent producers, this offers a tight, restrained nose of blackberry and licorice. It's also tight and bright on the palate, with refreshing flavors of black cherries and crushed rocks. An expert balance of tannins and acidity gives the mouth a clean wash.",Bailey Ranch Dry Farmed,,Lone Madrone 2011 Bailey Ranch Dry Farmed Zinfandel (Paso Robles),$38, California,90, Central Coast,Matt Kettmann,@mattkettmann,Paso Robles,Not rated yet [Add Your Review],Zinfandel,2011,Lone Madrone
1711,14.2%,"Arroyo Seco, Central Coast, California, US",750 ml,Red, US,5/1/2015,"This vineyard near the confluence of the Salinas and Carmel valleys is producing strong wines, in this case one offering aromas of roasted game, smoked blueberries and cracked slate. It's juicy but not jammy on the palate, showing a pleasant, bright blend of blackberry and cherry fruits.",,,Mesa Del Sol 2010 Zinfandel (Arroyo Seco),$32, California,90, Central Coast,Matt Kettmann,@mattkettmann,Arroyo Seco,Not rated yet [Add Your Review],Zinfandel,2010,Mesa Del Sol
1712,15.5%,"Sonoma Valley, Sonoma, California, US",750 ml,Red, US,5/1/2015,"There is an insane amount of power in this wine, sourced from the mighty Bedrock, where the Zin is interplanted with Petite Sirah and Alicante Bouschet. Blueberry, candied orange and rosemary complement one another, while a dustiness and minerality play tricks on the tongue, testifying about the vineyard's rocky soils.",Bedrock Vineyard,,Carlisle 2012 Bedrock Vineyard Zinfandel (Sonoma Valley),$43, California,90, Sonoma,Virginie Boone,@vboone,Sonoma Valley,Not rated yet [Add Your Review],Zinfandel,2012,Carlisle
1713,15.2%,"Sonoma Valley, Sonoma, California, US",750 ml,Red, US,5/1/2015,"From a famed old site planted to 75% Zinfandel and 25% mixed black-skinned varieties, this wine conveys a minty-eucalyptus quality that tunes the acidity high against a medium-weight body. Austere at first on the palate, it expands as it goes, offering robust, dry tannins and layers of cardamom and coffee with time and air.",Old Hill,,Ravenswood 2012 Old Hill Zinfandel (Sonoma Valley),$60, California,90, Sonoma,Virginie Boone,@vboone,Sonoma Valley,Not rated yet [Add Your Review],Zinfandel,2012,Ravenswood
1714,15.1%,"Paso Robles, Central Coast, California, US",750 ml,Red, US,5/1/2015,"A rich sense of earth emerges on this Riboli family wine, with blueberry fruit, leather and roasted beef complementing the loamy character. The palate walks a balanced line between ripe olallieberry fruit and graphite minerality.",Quarry Heights Vineyard,,Opaque 2013 Quarry Heights Vineyard Zinfandel (Paso Robles),$30, California,90, Central Coast,Matt Kettmann,@mattkettmann,Paso Robles,Not rated yet [Add Your Review],Zinfandel,2013,Opaque
1715,14.5%,"Lodi, Central Valley, California, US",750 ml,Red, US,5/1/2015,"This is quietly concentrated, complex, sleek in texture and inviting to drink. It smells like ripe boysenberries and cherries, and tastes generous and broad without being too full bodied. It finishes with more fruit notes and a hint of sunbaked earth.",Rous Vineyards Reserve,,Ironstone 2012 Rous Vineyards Reserve Zinfandel (Lodi),$30, California,90, Central Valley,Jim Gordon,@gordone_cellars,Lodi,Not rated yet [Add Your Review],Zinfandel,2012,Ironstone
1716,15.2%,"Russian River Valley, Sonoma, California, US",750 ml,Red, US,5/1/2015,"A new vineyard source for the producer, this was planted in 1910 to a mix of Zinfandel, Petite Sirah, Peloursin and Trousseau. The wine shows a zestiness to the palate and fruit, a mix of pomegranate, raspberry and plum, side-kicked by dusty mocha. Bright in acidity with a chalky finish, the wine can be enjoyed now with a decant or cellared through 2022.",Limerick Lane Vineyard,,Carlisle 2012 Limerick Lane Vineyard Zinfandel (Russian River Valley),$43, California,90, Sonoma,Virginie Boone,@vboone,Russian River Valley,Not rated yet [Add Your Review],Zinfandel,2012,Carlisle
1717,14.5%,"Paso Robles, Central Coast, California, US",750 ml,Red, US,5/1/2015,"Zin fans should pick up this winery's entire range of small-batch takes on the grape, as they are all fascinating. This one is lighter in color and offers fresh blackberry and chopped black-sage aromas. The palate is very easy to sip, with salt and cherry flavors creating a food-friendly version of an often overpowering grape.",Clevenger,,Peachy Canyon 2012 Clevenger Zinfandel (Paso Robles),$38, California,89, Central Coast,Matt Kettmann,@mattkettmann,Paso Robles,Not rated yet [Add Your Review],Zinfandel,2012,Peachy Canyon
1718,15.5%,"Horse Heaven Hills, Columbia Valley, Washington, US",750 ml,Red, US,5/1/2015,"Lighter in color, this wine offers aromas of vanilla, cocoa, tobacco leaf, spice and red fruit. On the palate, it shows a pleasing mixture of fruit and barrel flavors.",Howling Wolfe Reserve,,Thurston Wolfe 2012 Howling Wolfe Reserve Zinfandel (Horse Heaven Hills),$30, Washington,89, Columbia Valley,Sean P. Sullivan,@wawinereport,Horse Heaven Hills,Not rated yet [Add Your Review],Zinfandel,2012,Thurston Wolfe
1719,15.6%,"Amador County, Sierra Foothills, California, US",750 ml,Red, US,5/1/2015,"Very fruity and fresh but also smooth and supple, this full-bodied wine smells like ripe raspberries. Likewise, tastes recall raspberries and red cherries. and feel firm and grippy enough to counterbalance the ripeness and body. It's a very sleek but very big mouthful.",Premier Old Vine,,Renwood 2012 Premier Old Vine Zinfandel (Amador County),$20, California,89, Sierra Foothills,Jim Gordon,@gordone_cellars,Amador County,Not rated yet [Add Your Review],Zinfandel,2012,Renwood
1720,15.4%,"Russian River Valley, Sonoma, California, US",750 ml,Red, US,5/1/2015,"The site was planted in 1934 to mostly Zinfandel, and not much in the way of Mixed Blacks, which was unusual for the time. This wine is somewhat sanguine, a concoction of red berries, baked strawberries and plum that's soft and weighty, with a streak of elegance. Almost ripped out for Pinot Noir, the vineyard holds on, thanks to this producer and a handful of others. Enjoy through 2022.",Papera Ranch,,Carlisle 2012 Papera Ranch Zinfandel (Russian River Valley),$46, California,89, Sonoma,Virginie Boone,@vboone,Russian River Valley,Not rated yet [Add Your Review],Zinfandel,2012,Carlisle
1721,14.5%,"Amador County, Sierra Foothills, California, US",750 ml,Red, US,5/1/2015,"Smooth and soft, this smells like raspberries and wild blackberries, feels plush on the palate and tastes true to type. It's on the verge of sweetness due presumably to very ripe grapes and maybe aging in new oak barrels.",,,Fiddletown Cellars 2012 Zinfandel (Amador County),$20, California,89, Sierra Foothills,Jim Gordon,@gordone_cellars,Amador County,Not rated yet [Add Your Review],Zinfandel,2012,Fiddletown Cellars
1722,14.9%,"Paso Robles, Central Coast, California, US",750 ml,Red, US,5/1/2015,"There's a little dark red fruit on the nose of this single-vineyard expression, but the aromas are dominated by herbs, from chopped rosemary to clipped thyme. The palate shows blackberry at first, then comes licorice, gaminess and graphite, making for a nicely complex wine.",Mustang Springs,,Peachy Canyon 2012 Mustang Springs Zinfandel (Paso Robles),$38, California,89, Central Coast,Matt Kettmann,@mattkettmann,Paso Robles,Not rated yet [Add Your Review],Zinfandel,2012,Peachy Canyon
1723,14.3%,"Amador County, Sierra Foothills, California, US",750 ml,Red, US,5/1/2015,"A spicy character suggesting white and black pepper ties in with a firm texture and gripping tannins that add welcome astringency to this medium-bodied, distinctive red. Dry and well balanced, it tastes like blackberries, black olives and a touch of sage.",,,Drytown 2011 Zinfandel (Amador County),$19, California,89, Sierra Foothills,Jim Gordon,@gordone_cellars,Amador County,Not rated yet [Add Your Review],Zinfandel,2011,Drytown
1724,14.9%,"Paso Robles, Central Coast, California, US",750 ml,Red, US,5/1/2015,"Deep red fruit aromas lay across nicely rounded cedar, applewood and milk chocolate notes. The fairly tannic palate is more about texture than flavor, with tension linking blueberry ripeness to plum-skin tartness. Still very firm in structure, this will open up in 2017 or so.",Mustard Creek,,Peachy Canyon 2012 Mustard Creek Zinfandel (Paso Robles),$38, California,88, Central Coast,Matt Kettmann,@mattkettmann,Paso Robles,Not rated yet [Add Your Review],Zinfandel,2012,Peachy Canyon
1725,13.9%,"Lodi, Central Valley, California, US",750 ml,Red, US,5/1/2015,"Temptingly ripe aromas and flavors make this a very generous wine. It also has some complexity due to a slight earthy, savory accent in the aroma that returns on the finish. Medium to full bodied, it will pair well with robust, meaty dishes and will be perfect for sipping after a meal.",Lot 464,,Cameron Hughes 2012 Lot 464 Zinfandel (Lodi),$13, California,88, Central Valley,Jim Gordon,@gordone_cellars,Lodi,Not rated yet [Add Your Review],Zinfandel,2012,Cameron Hughes
1726,N/A,"Paso Robles, Central Coast, California, US",750 ml,Red, US,5/1/2015,"This is a lush and powerful wine from a vineyard in the recently designated Paso Highlands district. Aromas suggest gingerbread topped with kirsch-soaked, chocolate-covered cherries. The palate is thick and heavy, with mocha, stewed plums, mashed cherries and black earth, which gain complexity from tannins and pencil lead.",French Camp Vineyard,,Tobin James 2011 French Camp Vineyard Zinfandel (Paso Robles),$38, California,88, Central Coast,Matt Kettmann,@mattkettmann,Paso Robles,Not rated yet [Add Your Review],Zinfandel,2011,Tobin James
1727,14.8%,"Santa Clara Valley, Central Coast, California, US",750 ml,Red, US,5/1/2015,"The grape's brooding character is intensified in this old-vine bottling, with deep, brandy-like aromas of kirsch, cocoa syrup and spearmint. Tannins frame the heavy-duty palate profile, with extracted cherry, cola and vanilla flavorings decorating a firm, balancing structure.",Old VIne,,Sarah's Vineyard 2010 Old VIne Zinfandel (Santa Clara Valley),$30, California,88, Central Coast,Matt Kettmann,@mattkettmann,Santa Clara Valley,Not rated yet [Add Your Review],Zinfandel,2010,Sarah's Vineyard
1728,15%,"Lodi, Central Valley, California, US",750 ml,Red, US,5/1/2015,"Smooth, ripe and almost sweet, this is medium to full bodied, packed full of fruit flavors and other complexity that makes it interesting. It balances toward softness as the berry and cherry character seems to swell on the palate and linger on the finish.",Rumpelstiltzin Old Vine,,The Dancing Fox 2012 Rumpelstiltzin Old Vine Zinfandel (Lodi),$27, California,88, Central Valley,Jim Gordon,@gordone_cellars,Lodi,Not rated yet [Add Your Review],Zinfandel,2012,The Dancing Fox
1729,15.5%,"Santa Ynez Valley, Central Coast, California, US",750 ml,Red, US,5/1/2015,"Boosted with 4% Tempranillo, 3% Petite Sirah and 3% Tannat, this Zin comes from a 100-year-old Mendocino clone, and shows ripe strawberry syrup, campfire smoke and anise on the nose. The palate is dominated by smoke, with just touch of red fruits, tannins and tartness keeping it lively.",,,Bridlewood 2012 Zinfandel (Santa Ynez Valley),$40, California,88, Central Coast,Matt Kettmann,@mattkettmann,Santa Ynez Valley,Not rated yet [Add Your Review],Zinfandel,2012,Bridlewood
1730,15.4%,"Paso Robles, Central Coast, California, US",750 ml,Red, US,5/1/2015,"Hailing from the recently designated Paso Highlands subappellation, this hearty wine shows earthy aromas of nutmeg, iron, hot rocks, loam and cherry extract. It's lush and ripe with cassis and black cherry fruit, yet shows a more elegant chalkiness on the palate as well, rounded out by cocoa powder.",French Camp Vineyard,,Tobin James 2012 French Camp Vineyard Zinfandel (Paso Robles),$38, California,88, Central Coast,Matt Kettmann,@mattkettmann,Paso Robles,Not rated yet [Add Your Review],Zinfandel,2012,Tobin James
1731,15.1%,"Dry Creek Valley, Sonoma, California, US",750 ml,Red, US,5/1/2015,"A field-inspired blend of 80% Zinfandel with 12% Carignane and 12% Petite Sirah, this wine holds red jammy fruit at its core. Medium to full-bodied in weight, it has fine tannins that give silkiness to offset the wine's sizable power.",Teldeschi Vineyard,,Ravenswood 2012 Teldeschi Vineyard Zinfandel (Dry Creek Valley),$35, California,88, Sonoma,Virginie Boone,@vboone,Dry Creek Valley,Not rated yet [Add Your Review],Zinfandel,2012,Ravenswood
1732,15%,"Lodi, Central Valley, California, US",750 ml,Red, US,5/1/2015,"This rich, thick, concentrated wine offers big aromas, a velvety, tannic texture and ripe fruit flavors reminiscent of dried plums and blackberries. Full bodied, it shows a lot of oak influence in the strong vanilla and maple syrup aromas, as well as in the flavors.",Old Vine,,Boneshaker 2012 Old Vine Zinfandel (Lodi),$25, California,87, Central Valley,Jim Gordon,@gordone_cellars,Lodi,Not rated yet [Add Your Review],Zinfandel,2012,Boneshaker
1733,14.5%,"Sierra Foothills, Sierra Foothills, California, US",750 ml,Red, US,5/1/2015,"Big in flavor and ripeness, this full-bodied wine tastes concentrated and feels lush, almost soft. It smells like boysenberry jam, tastes like dried cherries and dried plums and has a streak of raspberry that lifts it a bit.",Organically Grown Grapes,,Chacewater 2012 Organically Grown Grapes Zinfandel (Sierra Foothills),$21, California,87, Sierra Foothills,Jim Gordon,@gordone_cellars,Sierra Foothills,Not rated yet [Add Your Review],Zinfandel,2012,Chacewater
1734,14.5%,"Russian River Valley, Sonoma, California, US",750 ml,Red, US,5/1/2015,"Softly layered red and black berries belie this wine's concentration and force, which is substantial, a backing of powerful leathery tannins at its core. On the nose, there's black peppercorn and an herbal element.",Bacigalupi Vineyard,,Graton Ridge 2013 Bacigalupi Vineyard Zinfandel (Russian River Valley),$48, California,87, Sonoma,Virginie Boone,@vboone,Russian River Valley,Not rated yet [Add Your Review],Zinfandel,2013,Graton Ridge
1735,14.9%,"Paso Robles, Central Coast, California, US",750 ml,Red, US,5/1/2015,"This straightforward wine from the Riboli family portfolio goes down very easy, making it perfect for backyard barbecues. Cherries, dried rose petals and anise greet the nose. The palate isn't too complex, but delivers dark red fruits and pepper spices.",,,Maddalena 2013 Zinfandel (Paso Robles),$20, California,87, Central Coast,Matt Kettmann,@mattkettmann,Paso Robles,Not rated yet [Add Your Review],Zinfandel,2013,Maddalena
