,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Importer,Name,Price,Province,Rating,Region,Reviewer,Reviewer Twitter Handle,Subregion,User Avg Rating,Variety,Vintage,Winery
2548,13%,"Sancerre, Loire Valley, France",750 ml,White, France,5/1/2016,"This wine comes from the Monts Damnés, named because of the steepness of the slope. It's a rich wine, showing tropical fruits as well as zesty acidity and a tight, mineral texture. Structured and concentrated, it's likely to age well for a few years. Drink from 2018.",Corty Artisan Les Monts Damnés,Imported Heritage,Patrice Moreux 2014 Corty Artisan Les Monts Damnés  (Sancerre),$37, Loire Valley,93,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2014,Patrice Moreux
2549,12.5%,"Sancerre, Loire Valley, France",750 ml,White, France,5/1/2016,"From 30-year-old vines grown on chalk and stony soil, this is a strongly mineral wine, with a tight texture and crushed berry flavor. It is fresh while structured, and needs to age. Drink after 2018.",Cuvée Calcaire,USA Wine West,Michel Vattan 2014 Cuvée Calcaire  (Sancerre),$24, Loire Valley,93,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2014,Michel Vattan
2550,13%,"Sancerre, Loire Valley, France",750 ml,White, France,5/1/2016,"Old vines planted in the 1950s by a neighbor named Ovide form this complex wine. Aged for eight months on lees, it is a concentrated wine, tight with acidity and with nutty flavors that add complexity and give the wine depth. This beautiful wine needs to age. Drink from 2018.",Ovide,Weygandt-Metzler,Pierre Morin 2014 Ovide  (Sancerre),$25, Loire Valley,93,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2014,Pierre Morin
2551,13%,"Sancerre, Loire Valley, France",750 ml,White, France,5/1/2016,"The steep slopes of the Monts Damnés are some of the best known in Sancerre. From grapes grown on this almost vertiginous slope, this wine is concentrated from the low yields and wonderfully juicy, fresh fruits. Apple and spiced pear flavors are totally freshened by the bright, crisp acidity. Drink from 2017.",La Côte des Monts Damnés,Ideal Wine and Spirits,Henri Bourgeois 2014 La Côte des Monts Damnés  (Sancerre),$35, Loire Valley,93,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2014,Henri Bourgeois
2552,12.5%,"Sancerre, Loire Valley, France",750 ml,White, France,5/1/2016,"Celebrating 500 years since the Mellot family started in Sancerre, this wine is a blend from some of the best parcels in the domaine. It is rich and intensely fruity, showing herbal, spice and juicy apple and pear flavors. These are sustained by the nervy, steely edge that will give this wine the chance to age. Drink from 2018.",L'Original,"Fruit of the Vines, Inc",Joseph Mellot 2014 L'Original  (Sancerre),$90, Loire Valley,93,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2014,Joseph Mellot
2553,12.5%,"Sancerre, Loire Valley, France",750 ml,White, France,5/1/2016,"Concentrated and structured, this wine needs to age. It has tight, steely acidity and a nervy, mineral texture. The apple fruits are still developing behind this intense front. It will be best from 2018.",Cuvée Prestige,VOS Selections,Domaine Jean-Paul Picard 2014 Cuvée Prestige  (Sancerre),$31, Loire Valley,93,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2014,Domaine Jean-Paul Picard
2554,13%,"Sancerre, Loire Valley, France",750 ml,White, France,5/1/2016,"Produced from the oldest vines on the Bourgeois family estate, this is a flint and steel-textured wine. The fruit is still coming through the intense texture of this complex wine. The hints of apple and grapefruit will develop as the wine ages. Unlike so many Sancerre, this needs to age. Drink from 2018.",La Bourgeoise,Chambers & Chambers,Henri Bourgeois 2013 La Bourgeoise  (Sancerre),$40, Loire Valley,93,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2013,Henri Bourgeois
2555,12.5%,"Sancerre, Loire Valley, France",750 ml,White, France,5/1/2016,"A blend of wines from caillottes stony soil and Kimmeridgian marl, this is an amalgam of ripe fruit and tense mineral texture. Together these two styles give a complex, impressive wine that has great concentration as well as aging potential. Drink from 2018.",Cuvée C.M.,Massanois Imports,Jean-Max Roger 2014 Cuvée C.M.  (Sancerre),$28, Loire Valley,93,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2014,Jean-Max Roger
2556,13%,"Sancerre, Loire Valley, France",750 ml,White, France,5/1/2016,"From one of the top vineyards in Sancerre, this is a rich wine, full of ripe peach and pear as well as crisper apple flavors. It is also tightly textured, mineral and steely in character. Put the fruit and the texture together and this is a fine wine that deserves to age. Drink from 2018.",Chêne Marchand,Weygandt-Metzler,Pierre Morin 2014 Chêne Marchand  (Sancerre),$25, Loire Valley,92,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2014,Pierre Morin
2557,12.5%,"Pouilly-Fumé, Loire Valley, France",750 ml,White, France,5/1/2016,"In this wood-aged wine, the spice and toast show well against the ripe fruit. It's complex and rich while retaining a strong, fresh and herbal character. The wood aging means that the wine has some aging potential, so drink from 2018.",Grande Cuvée des Edvins,"Fruit of the Vines, Inc",Joseph Mellot 2014 Grande Cuvée des Edvins  (Pouilly-Fumé),$59, Loire Valley,92,Pouilly-Fumé,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2014,Joseph Mellot
2558,13%,"Sancerre, Loire Valley, France",750 ml,White, France,5/1/2016,"From a biodynamic vineyard in the heart of Sancerre, this wine is tight, mineral-driven and very young, well balanced between herbal and citrus flavors. These are lifted and filled out with the ripe Rocha pear flavors that give an extra juicy element. The wine will age well and will be better after 2018.",Guigne-Chèvres,European Cellars,Domaine Vacheron 2014 Guigne-Chèvres  (Sancerre),$65, Loire Valley,92,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2014,Domaine Vacheron
2559,13%,"Sancerre, Loire Valley, France",750 ml,White, France,5/1/2016,"This ripe wine offers flavors of Williams pear and honey as well as citrus and herbal characteristics. It is full while cut with orange zest and spiciness. The wine is refreshing, sophisticated and likely to age well. Drink now and until 2020.",Clos Paradis,Opici Wines,Domaine Fouassier 2014 Clos Paradis  (Sancerre),$29, Loire Valley,92,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2014,Domaine Fouassier
2560,13%,"Sancerre, Loire Valley, France",750 ml,White, France,5/1/2016,"This is a flagship wine from this historic producer. Produced from biodynamically grown grapes, it is poised between richness and elegance. A tense texture comes from the youth of the wine. Its potential shows in the richness and in the hints of minerality from the chalk soil. Drink from 2019.",La Moussière,Elite Wines Import,Alphonse Mellot 2014 La Moussière  (Sancerre),$40, Loire Valley,92,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2014,Alphonse Mellot
2561,12.5%,"Sancerre, Loire Valley, France",750 ml,White, France,5/1/2016,"Produced from Kimmeridgian chalk soil from 50-year-old vines, this is a crisp, ripe wine. It is textured while bringing out delicious apple and spice flavors. Orange zest gives extra complexity as does the juicy fruitiness. The aftertaste shows concentration as well as balanced acidity.",Cuvée Argile,Bandol Wines Inc,Michel Vattan 2014 Cuvée Argile  (Sancerre),$25, Loire Valley,92,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2014,Michel Vattan
2562,13%,"Sancerre, Loire Valley, France",750 ml,White, France,5/1/2016,"The combination of chalk and flint soils has produced a wine that is young and all about minerality at this stage. It has considerable potential with its hints of ripe fruits. For now, with texture dominant, it is still fresh, tangy and developing. Drink from 2018.",La Chapelle des Augustins,Ideal Wine and Spirits,Henri Bourgeois 2014 La Chapelle des Augustins  (Sancerre),$30, Loire Valley,92,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2014,Henri Bourgeois
2563,12.5%,"Pouilly-Fumé, Loire Valley, France",750 ml,White, France,5/1/2016,"Typical of Pouilly Fumé in its dense texture and flavor, this ripe wine has a smoky character that comes from the flint soil, which also adds its tight, mineral texture. It needs to age, so drink from 2018.",Cuvée Les Chantes Alouettes,Massanois Imports,Jean-Max Roger 2014 Cuvée Les Chantes Alouettes  (Pouilly-Fumé),$28, Loire Valley,92,Pouilly-Fumé,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2014,Jean-Max Roger
2564,12.5%,"Pouilly-Fumé, Loire Valley, France",750 ml,White, France,5/1/2016,"The hard limestone and chalk soil has given this wine its distinctive minerality and wonderful acidity. Rich and juicy, it has intense yellow and green fruits that are laced with lime acidity. The wine has depth with concentrated fruitiness. Drink from 2017.",Les Angelots,Votto Vines Importing,Domaine Masson-Blondelet 2014 Les Angelots  (Pouilly-Fumé),$40, Loire Valley,92,Pouilly-Fumé,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2014,Domaine Masson-Blondelet
2565,N/A,"Sancerre, Loire Valley, France",750 ml,White, France,5/1/2016,"Named after the shells from sea creatures that are found in much of the chalk soil of Sancerre, this crisp, mineral wine is tangy, zesty and textured. Fresh apples and gooseberry are cut by the intense acidity and tight structure. Drink from 2017.",Ammonites,Vintage '59 Imports,Domaine Matthias et Emile Roblin 2014 Ammonites  (Sancerre),$40, Loire Valley,92,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2014,Domaine Matthias et Emile Roblin
2566,12.5%,"Menetou-Salon, Loire Valley, France",750 ml,White, France,5/1/2016,"This is a wine to age, with such concentration in its texture and mineral structure. It offers rich white fruits and touches of spice. The aftertaste with its apples, green fruits and hints of apricot, is fresh and still developing. Drink from 2018.",Vignes de Ratier,Elite Wines Import,Domaine Pellé 2014 Vignes de Ratier  (Menetou-Salon),$30, Loire Valley,92,Menetou-Salon,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2014,Domaine Pellé
2567,12.5%,"Sancerre, Loire Valley, France",750 ml,White, France,5/1/2016,"This intense wine comes from a small parcel of six acres. Produced from organically grown grapes, it is crisp, clean and with a directness that is both refreshing and initially shocking in its intensity. The wine is rich, full in the mouth, tight and still young. Drink from 2017.",Tradition,"Matinicus Wines, LLC",Vincent Grall 2014 Tradition  (Sancerre),$25, Loire Valley,92,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2014,Vincent Grall
2568,13%,"Pouilly-Fumé, Loire Valley, France",750 ml,White, France,5/1/2016,"Rich and ripe, this has concentration both from the apple, pear and apricot fruits and also from its steely, mineral texture. It's deliciously full in the mouth. Drink from late 2017.",Premier Millésime,Misa Imports,Bouchié-Chatelier 2014 Premier Millésime  (Pouilly-Fumé),$60, Loire Valley,91,Pouilly-Fumé,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2014,Bouchié-Chatelier
2569,12.5%,"Pouilly-Fumé, Loire Valley, France",750 ml,White, France,5/1/2016,"Called after a former name for the Sauvignon Blanc grape, this wine is well balanced between ripe fruit and crisper herbal flavors. A strong minerality gives the wine its youthful texture. Crisp at the end, it is still full and concentrated. Drink from 2017.",Génetin,WineCraft.US,Domaine Tinel-Blondelet 2014 Génetin  (Pouilly-Fumé),$50, Loire Valley,91,Pouilly-Fumé,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2014,Domaine Tinel-Blondelet
2570,14.8%,"Sonoma Valley, Sonoma, California, US",750 ml,White, US,5/1/2016,"Peach fuzz and a touch of grass mark the opening of this fresh and fruity wine, subtle in weight though it is ultimately full bodied in style. Lemon, grapefruit pith and wet stone combine around a core of sizzling acidity and unctuous texture, before a lengthy finish seals the deal.",,,Corner 103 2014 Sauvignon Blanc (Sonoma Valley),$25, California,91, Sonoma,Virginie Boone,@vboone,Sonoma Valley,Not rated yet [Add Your Review],Sauvignon Blanc,2014,Corner 103
2571,13%,"Pouilly-Fumé, Loire Valley, France",750 ml,White, France,5/1/2016,"From one of the top vineyard areas in Pouilly Fumé, this wine is rich, concentrated and with a great aging potential. Structured and with yellow fruits superimposed over the crisper, citrus flavors, it's still young and tight. Give this impressive wine until 2019 before drinking.",La Loge aux Moines,Imported Heritage,Patrice Moreux 2014 La Loge aux Moines  (Pouilly-Fumé),$50, Loire Valley,91,Pouilly-Fumé,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2014,Patrice Moreux
2572,12.5%,"Pouilly-Fumé, Loire Valley, France",750 ml,White, France,5/1/2016,"A blend of four of the best parcels from the Saget estate, this is a rich and structured wine. Its apple, citrus and yellow fruit flavors are just beginning to integrate with the tight, steely texture. Drink this wine from 2018.",Le Domaine,Pasternak Wine Imports,Saget la Perrière 2014 Le Domaine  (Pouilly-Fumé),$27, Loire Valley,91,Pouilly-Fumé,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2014,Saget la Perrière
2573,12.5%,"Reuilly, Loire Valley, France",750 ml,White, France,5/1/2016,"From chalk soil, this wine is touched with minerality, crisp acidity and a texture that promises an ability to age. It has green plum and sliced apple flavors, fresh while also tangy. A complex wine, it will be better from late 2017.",Domaine de Reuilly Les Fossiles,Kermit Lynch Wine Merchant,Denis Jamain 2014 Domaine de Reuilly Les Fossiles Sauvignon Blanc (Reuilly),$22, Loire Valley,91,Reuilly,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2014,Denis Jamain
2574,13%,"Sancerre, Loire Valley, France",750 ml,White, France,5/1/2016,"This is a ripe wine, with wood aging that has smoothed the fruit intensity while keeping the rich apple and pear flavors. An unmistakable tang of minerality comes from the youthful texture. With its dense character, it's a wine to age. Drink from 2017.",Nuance,Langdon Shiverick,Domaine Vincent Pinard 2014 Nuance  (Sancerre),$39, Loire Valley,91,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2014,Domaine Vincent Pinard
2575,12.5%,"Sancerre, Loire Valley, France",750 ml,White, France,5/1/2016,"This rich, full wine shows a strongly mineral character as well as ripe green-plum and citrus flavors. It has concentration, spice as well as fresh final acidity. The name of the wine comes from the Roman name for the producer's village, Sury-en-Vaux. It will be better if aged for a few months, so drink from early 2017.",Apud Sariacum,T. Edward Wines Ltd,Domaine Philippe Raimbault 2014 Apud Sariacum  (Sancerre),$22, Loire Valley,91,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2014,Domaine Philippe Raimbault
2576,12.5%,"Sancerre, Loire Valley, France",750 ml,White, France,5/1/2016,"This is the top wine from Balland, who is based in the Coteaux du Giennois further north. Taking its name from the limestone pebbles in the vineyard, it is textured, mineral and zesty. Crisp lemon and warmer green plums give it tautness and add a richer element. Drink from 2017.",Croq' Caillotte,DNA Wine Imports,Emile Balland 2014 Croq' Caillotte  (Sancerre),$28, Loire Valley,91,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2014,Emile Balland
2577,13%,"Pouilly-Fumé, Loire Valley, France",750 ml,White, France,5/1/2016,"Vines planted in 1961 give this wine great concentration as well as impressive fruitiness. The wine is ripe, full in the mouth. It's also still young, with a tight structure and a mineral edge. This complex wine is likely to age well. Drink from late 2017.",Vieilles Vignes,North Berkeley Imports,Francis Blanchet 2014 Vieilles Vignes  (Pouilly-Fumé),N/A, Loire Valley,91,Pouilly-Fumé,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2014,Francis Blanchet
2578,13%,"Sancerre, Loire Valley, France",750 ml,White, France,5/1/2016,"Produced on flinty soil and aged in large wood barrels, this is a complex, rich wine. Ample apple and pear flavors are lifted by the smoky flavor and the concentration from aging on lees. The wine needs to age; drink from 2018.",Les Herses,Sacred Thirst Selections,Gitton Père et Fils 2014 Les Herses  (Sancerre),$28, Loire Valley,91,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2014,Gitton Père et Fils
2579,13%,"Sancerre, Loire Valley, France",750 ml,White, France,5/1/2016,"Beautifully perfumed, this offers crisp sliced apples lifted by juicy acidity. Lively, mineral and still young and textured, it needs to age. Drink this complex, long-lived wine from 2018.",Chambrates,European Cellars,Domaine Vacheron 2014 Chambrates  (Sancerre),$65, Loire Valley,91,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2014,Domaine Vacheron
2580,12.5%,"Sancerre, Loire Valley, France",750 ml,White, France,5/1/2016,"Tight and textured, this wine is still young. Minerality from the chalk soil gives it a nervy, crisp character. The citrus and fresh pear flavors are balanced with the bright, juicy acidity that is too intense at the moment and needs to soften. Drink from 2017.",,William Harrison Imports,Bernard Reverdy et Fils 2014  Sancerre,$50, Loire Valley,91,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2014,Bernard Reverdy et Fils
2581,13%,"Pouilly-Fumé, Loire Valley, France",750 ml,White, France,5/1/2016,"This is a ripe, richly fruity wine. It has the full-bodied character associated with Pouilly Fumé, bringing out ripe green fruits, apricots and a tangy, zesty background that gives a lift. The wine is ready to drink, although it will be better from 2017.",,Tricana Imports,Bertrand Jeannot et Fils 2014  Pouilly-Fumé,$50, Loire Valley,91,Pouilly-Fumé,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2014,Bertrand Jeannot et Fils
2582,12.5%,"Sancerre, Loire Valley, France",750 ml,White, France,5/1/2016,"This ripe, full wine has layers of green fruits over the acidity and mineral texture. It is structured and shows plenty of tight texture. But the fruitiness dominates, giving a refreshing edge and a crisp aftertaste.",La Reine Blanche,Kysela Père et Fils,Jean Reverdy et Fils 2014 La Reine Blanche  (Sancerre),$24, Loire Valley,91,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2014,Jean Reverdy et Fils
2583,13%,"Sancerre, Loire Valley, France",750 ml,White, France,5/1/2016,"This wine comes from the two districts of Bué and Sancerre, from vines that are between 30 and 60 years old. A blend of richness and a tight mineral structure, it is a firm wine, full of white fruit and likely to age well. Drink from 2018.",Vieilles Vignes,Weygandt-Metzler,Pierre Morin 2014 Vieilles Vignes  (Sancerre),$25, Loire Valley,91,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2014,Pierre Morin
2584,14.4%,"Oakville, Napa, California, US",750 ml,White, US,5/1/2016,"Fresh pear and jasmine rise on the nose of this wine, a fulsome, full-bodied version of the variety that's creamy in vanilla and caramel undertones. Rewarding with food, it finishes fresh and fruity.",Tench Vineyard,,Patland 2013 Tench Vineyard Sauvignon Blanc (Oakville),$48, California,91, Napa,Virginie Boone,@vboone,Oakville,Not rated yet [Add Your Review],Sauvignon Blanc,2013,Patland
2585,12.8%,"Happy Canyon of Santa Barbara, Central Coast, California, US",750 ml,White, US,5/1/2016,"Plush and bright passionfruit aromas waft from this bottling drawn from five different vineyards, yet they are linked to sharper grass, lime rind and yellow grapefruit-pith tartness. Extreme energy shows on the sizzling palate, where Key lime, lemongrass and lemon peels conspire for a light-but-sharp experience.",Sybarite,,Margerum 2014 Sybarite Sauvignon Blanc (Happy Canyon of Santa Barbara),$21, California,91, Central Coast,Matt Kettmann,@mattkettmann,Happy Canyon of Santa Barbara,Not rated yet [Add Your Review],Sauvignon Blanc,2014,Margerum
2586,13%,"Sancerre, Loire Valley, France",750 ml,White, France,5/1/2016,"Grown on southwest-facing slopes, this is a ripe, full wine with a natural warmth as well as a mineral texture. It is still tight and needs to age with its gooseberry and herbal edge as well as more flinty, smoky background. Drink from 2017.",Les Romains,Opici Wines,Domaine Fouassier 2014 Les Romains  (Sancerre),$30, Loire Valley,91,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2014,Domaine Fouassier
2587,12.5%,"Reuilly, Loire Valley, France",750 ml,White, France,5/1/2016,"The late Claude Lafond was the driving force behind the renaissance of Reuilly. His wines, such as this with its balance between crisp herbal flavors and ripe, almost tropical fruit, bring out the richness of the appellation. This wine, with its final minerality, is ready to drink.",Clos Fussay Tête de Cuvée,Monsieur Touton Selection Ltd,Claude Lafond 2014 Clos Fussay Tête de Cuvée Sauvignon Blanc (Reuilly),$16, Loire Valley,91,Reuilly,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2014,Claude Lafond
2588,13%,"Sancerre, Loire Valley, France",750 ml,White, France,5/1/2016,"Named after the stones in the vineyard, this tense, dense wine is still young. With steely acidity and a strongly mineral, chalky texture, it needs to age. Stone fruits, acidity and a strongly herbal character are just beginning to integrate. Drink from the end of 2017.",Les Chailloux,European Cellars,Claude Riffault 2014 Les Chailloux  (Sancerre),$40, Loire Valley,91,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2014,Claude Riffault
2589,13%,"Sancerre, Loire Valley, France",750 ml,White, France,5/1/2016,"Tangy acidity cuts right through this full-bodied, lightly peppery wine. It's opulent, and more about delicious fruit than structure. Concentrated and with richness from lees aging, it needs to age. Drink from 2017.",Cuvée Les Coûtes,Weygandt-Metzler,Pascal & Nicolas Reverdy 2014 Cuvée Les Coûtes  (Sancerre),N/A, Loire Valley,91,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2014,Pascal & Nicolas Reverdy
2590,13%,"Menetou-Salon, Loire Valley, France",750 ml,White, France,5/1/2016,"Made from superripe grapes from old vines that have aged on lees, this is a rich, concentrated wine. Full-bodied yellow fruit and ripe pear flavors are sustained by the tight, steely mineral texture and the tangy aftertaste. This dense wine deserves to age until 2018.",La Dame de Châtenoy,VOS Selections,Isabelle et Pierre Clément 2014 La Dame de Châtenoy  (Menetou-Salon),$26, Loire Valley,91,Menetou-Salon,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2014,Isabelle et Pierre Clément
2591,12.5%,"Coteaux du Giennois, Loire Valley, France",750 ml,White, France,5/1/2016,"From flinty soil, this wine shows a strongly mineral character and even a smoky edge. It is structured and tight, ripe with yellow fruits as well as citrus. A complex wine, it's impressive and ready to age a few months. Drink from 2017.",Terre de Silex,Weygandt-Metzler,Clement et Florian Berthier 2014 Terre de Silex Sauvignon Blanc (Coteaux du Giennois),$23, Loire Valley,91,Coteaux du Giennois,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2014,Clement et Florian Berthier
2592,12.5%,"Sancerre, Loire Valley, France",750 ml,White, France,5/1/2016,"From vines with an average age of 25 years, this concentrated wine is fruity and stylishly textured. With lively acidity balanced by tense minerality, it shows intense citrus and concentration. It will benefit from some aging, so drink from 2018.",Enclos de Maimbray,Vintage '59 Imports,Domaine Matthias et Emile Roblin 2014 Enclos de Maimbray  (Sancerre),$30, Loire Valley,91,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2014,Domaine Matthias et Emile Roblin
2593,13%,"Menetou-Salon, Loire Valley, France",750 ml,White, France,5/1/2016,"From a separate parcel of old vines, this rich wine is structured and dense. Citrus and herbal flavors meld easily with the mineral texture and ripe green-plum fruits. It's a wine to age, so drink from 2018.",Les Blanchais,Beaune Imports,Domaine Pellé 2014 Les Blanchais  (Menetou-Salon),$34, Loire Valley,91,Menetou-Salon,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2014,Domaine Pellé
2594,13.7%,"Santa Maria Valley, Central Coast, California, US",750 ml,White, US,5/1/2016,"The unique nose of this wine shows crystalline lime candy and nectarine flesh, along with a sharper yet plush tangerine blossom aroma. The palate plays the cut-grass note with pride, offering bell pepper, jalapeño, green peppercorn and kaffir lime flavors, sewn together with a tightly wound acidity.",,,Presqu'ile 2014 Sauvignon Blanc (Santa Maria Valley),$22, California,91, Central Coast,Matt Kettmann,@mattkettmann,Santa Maria Valley,Not rated yet [Add Your Review],Sauvignon Blanc,2014,Presqu'ile
2595,12.5%,"Sancerre, Loire Valley, France",750 ml,White, France,5/1/2016,"This ripe, full-bodied wine has ripe green fruits that are lifted by lime and made richer by apricot. Still young, with a concentrated structure, it's going to develop into a full, beautifully fruity wine. The name of the wine means the size of a parcel that demands the work of seven men for a day. Drink from 2017.",Les 7 Hommes,Serge Doré Selections,Cherrier Frères 2014 Les 7 Hommes  (Sancerre),$42, Loire Valley,90,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2014,Cherrier Frères
2596,12.5%,"Sancerre, Loire Valley, France",750 ml,White, France,5/1/2016,"This wine comes from one parcel that has particularly flinty soil. With a strongly mineral character, it is tight and nervy, needing some time to calm down. The fruit is all there, fresh citrus, apples and green plums, all ready to burst out over the next few months. Drink from 2017.",Silex,Langdon Shiverick,Domaine Paul Thomas 2014 Silex  (Sancerre),$30, Loire Valley,90,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2014,Domaine Paul Thomas
2597,12.5%,"Sancerre, Loire Valley, France",750 ml,White, France,5/1/2016,"Coming from flint soil, this is a structured, mineral wine. Tight texture, tangy acidity and an almost chewy character show that this young wine is still developing. It will reveal citrus and apple flavors in a year, so drink from 2017.",Les Vignes Silex,The Winebow Group LLC,Domaine Reverdy-Ducroux 2014 Les Vignes Silex  (Sancerre),$16, Loire Valley,90,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2014,Domaine Reverdy-Ducroux
2598,12.5%,"Sancerre, Loire Valley, France",750 ml,White, France,5/1/2016,"There are not many châteaux in Sancerre—this is one of only four. Surrounding the building, vines produce this fresh, crisp and tightly fruity wine that has a strong minerality along with a lively, tangy character. The wine is attractive already, although it will be better from 2017.",,HB Wine Merchants,Château de Crézancy 2014  Sancerre,$26, Loire Valley,90,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2014,Château de Crézancy
2599,12.5%,"Sancerre, Loire Valley, France",750 ml,White, France,5/1/2016,"From a small, 15-acre property, this wine is ripe, rich and full of yellow fruits along with crisp apples, with a tight texture that needs to develop. It is crisply structured, zesty and mineral in character. Give this juicy, delicious wine until 2017 before drinking.",Domaine des Emois,"Fruit of the Vines, Inc",Joseph Mellot 2014 Domaine des Emois  (Sancerre),$20, Loire Valley,90,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2014,Joseph Mellot
2600,13.5%,"Paso Robles, Central Coast, California, US",750 ml,White, US,5/1/2016,"The first of the vintage to be tasted from the region, this bottling is a promising sign. Fresh-cut green apples, Anjou pear skins, honeydew, bubblegum, wet stone and whiffs of cut grass show on the nose. There's lots of verve to the palate, with white pepper, apple skin and slight jalapeño flavors. It's perfect for shellfish and salads.",,,Robert Hall 2015 Sauvignon Blanc (Paso Robles),$16, California,90, Central Coast,Matt Kettmann,@mattkettmann,Paso Robles,Not rated yet [Add Your Review],Sauvignon Blanc,2015,Robert Hall
2601,12.2%,,750 ml,White,,5/1/2016,"A blend of fruit from the McGinley and Grassini vineyards, this wine is fermented in oak barrels, yielding a nose that's an approachable buffet of nectarine, wet cement, chopped lemongrass and wet hay. The oak also gives the palate more weight to deliver flavors of green-apple slices, kumquat, lime zest and cut lawn.",Variety,,Margerum 2014 D Sauvignon Blanc (Happy Canyon of Santa Barbara),$36,,90,,Matt Kettmann,@mattkettmann,,Not rated yet [Add Your Review],,2014,
2602,12.5%,"Sancerre, Loire Valley, France",750 ml,White, France,5/1/2016,"Produced from organic and biodynamic grapes, this wine is tangy and crisp, a perfect model for white Sancerre. With its bright apple and ripe pear flavors, it's bursting with fruit and lifted by acidity that has just the right intensity. Drink now.",,1_No Submitting Co,Domaine Vacheron 2014  Sancerre,N/A, Loire Valley,90,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2014,Domaine Vacheron
