,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Importer,Name,Price,Province,Rating,Region,Reviewer,Reviewer Twitter Handle,Subregion,User Avg Rating,Variety,Vintage,Winery
1901,14.5%,"Galilee, Israel",750 ml,Red, Israel,4/1/2014,"An almost Port-like nose of stewed fruit, nutmeg and allspice sets the scene for flavors of cooked cherries and raspberries, with touches of oregano and orange zest. Zippy acidity leads the way, with tannins making their entrance just in time for a balanced finish.",Gilgal,"Yarden Wines, Inc",Golan Heights Winery 2009 Gilgal Merlot (Galilee),$15,Galilee,90,,Mike DeSimone,@worldwineguys,,Not rated yet [Add Your Review],Merlot,2009,Golan Heights Winery
1902,14.5%,"Galilee, Israel",750 ml,Red, Israel,4/1/2014,"This is a pleasingly tongue-coating wine, with flavors of cherry preserves, eucalyptus and butterscotch. A nice touch of pleasant salinity makes way for an enduring finish.",,Palm Bay International,Recanati 2012 Merlot (Galilee),$17,Galilee,89,,Mike DeSimone,@worldwineguys,,Not rated yet [Add Your Review],Merlot,2012,Recanati
1903,14.9%,"Walla Walla Valley (OR), Oregon Other, Oregon, US",750 ml,Red, US,4/1/2014,"This pure, full-bodied Merlot coats the palate with purple fruits and a creamy mix of mint, spice and vanilla. The herbal highlights are subtle and proportionate, and it's a very flavorful wine for the price.",,,Watermill 2009 Merlot (Walla Walla Valley (OR)),$24, Oregon,89, Oregon Other,Paul Gregutt,@paulgwine ,Walla Walla Valley (OR),Not rated yet [Add Your Review],Merlot,2009,Watermill
1904,14.5%,"Tupungato, Mendoza Province, Argentina",750 ml,Red, Argentina,4/1/2014,"While this is a bit rustic and herbal on first take, with time it settles and improves. Aromas of tomato and berry fruits lead to a crisp, firm palate with earthy plum, black cherry and herbal flavors. A soft fade away with earthy, baked notes doesn't hurt.",Reserve,Domaine Bousquet USA,Domaine Jean Bousquet 2012 Reserve Merlot (Tupungato),$18, Mendoza Province,87,Tupungato,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Merlot,2012,Domaine Jean Bousquet
1905,13%,"Thracian Valley, Bulgaria",750 ml,Red, Bulgaria,4/1/2014,"A garnet color with a violet rim, this has aromas of black cherry, pomegranate juice and a touch of vanilla, followed by flavors of tart cherry, blackberry and black licorice. The finish boasts pleasant acidity coupled with a bright fruit finish.",Reserve,Bulgarian Master Vintners,Domaine Boyar 2011 Reserve Merlot (Thracian Valley),$10,Thracian Valley,87,,Jeff Jenssen,@worldwineguys,,Not rated yet [Add Your Review],Merlot,2011,Domaine Boyar
1906,13.5%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,4/1/2014,"Blocky, roasted, rubbery black-fruit aromas settle with airing. This is full in body and expands across the palate. Flavors of earty, loamy black fruits finish with mocha and mild chocolate notes. This isn't overwhelming but it shows well at all key checkpoints.",,Bronco Wine Company,Tierra Brisa 2012 Merlot (Mendoza),$13, Mendoza Province,87,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Merlot,2012,Tierra Brisa
1907,14.3%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,4/1/2014,"Rubbery aromas of asphalt vie with berry fruits and hints of green herbs, particularly mint. The palate is big, soupy and round in feel, with herbal flavors of baked plum and raspberry. On the finish, things turn salty and herbal, with roasted overtones.",Felino,Paul Hobbs Selections,Viña Cobos 2012 Felino Merlot (Mendoza),$20, Mendoza Province,86,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Merlot,2012,Viña Cobos
1908,13.5%,"Vin de France, France Other, France",750 ml,Red, France,4/1/2014,"Soft and lightly sweet at the end, it shows black and dried fruits, light tannins and spice from the wood aging. Drink now.",,Luxe Wines & Spirits,Le Petit Panier 2012 Merlot (Vin de France),$12, France Other,84,Vin de France,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Merlot,2012,Le Petit Panier
1909,14.4%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,3/1/2014,"The 2009 Lewis Merlot is in peak form—a dark, smoky, dare we say 'brooding' wine with generous swatches of cassis, espresso, cacao, licorice and sandalwood. It glides into a silky, seamless, sexy finish, lingering generously for a minute or more.",Lewis Vineyard,,Dunham 2009 Lewis Vineyard Merlot (Columbia Valley (WA)),$75, Washington,94, Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Valley (WA),Not rated yet [Add Your Review],Merlot,2009,Dunham
1910,14.8%,"Red Mountain, Columbia Valley, Washington, US",750 ml,Red, US,3/1/2014,"This is the first vintage for Upright—100% Klipsun Vineyard and 100% varietal Merlot. Thick and syrupy, it's a full throttle wine, with deep flavors of berry, cherry and cassis. Red licorice lightly streaks through the back end, and the wine makes a smooth landing on a strip of Bourbon barrel notes.",Upright Klipsun Vineyard,,Efeste 2010 Upright Klipsun Vineyard Merlot (Red Mountain),$39, Washington,92, Columbia Valley,Paul Gregutt,@paulgwine ,Red Mountain,Not rated yet [Add Your Review],Merlot,2010,Efeste
1911,14.5%,"Florina, Greece",750 ml,Red, Greece,3/1/2014,"This Merlot from one of Greece's most exciting producers offers aromas of plum, black cherry and vanilla on the nose, followed by smooth, integrated flavors of black fruit, cinnamon, pepper and a spin of mint on the finish. Layered and elegant, with good acidity for food pairing.",Alpha One Unfiltered,Diamond Importers Inc,Alpha Estate 2008 Alpha One Unfiltered Merlot (Florina),$59,Florina,92,,Susan Kostrzewa,@suskostrzewa,,Not rated yet [Add Your Review],Merlot,2008,Alpha Estate
1912,14.6%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,3/1/2014,"Here is the best of the current red wine releases from Bergevin Lane, a Merlot blend that includes 5% of each Petit Verdot and Malbec. Dense and potent, it's loaded with black fruits, coffee and tobacco flavors. The wine is wonderfully rich, with excellent definition and body. Drink now or cellar for another decade.",Wild Child,,Bergevin Lane 2010 Wild Child Merlot (Columbia Valley (WA)),$28, Washington,91, Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Valley (WA),Not rated yet [Add Your Review],Merlot,2010,Bergevin Lane
1913,13.9%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,3/1/2014,"This round, rich and spicy estate-grown Merlot greets you with all the right stuff (and stuffing) from the first sniff. Clean berry and cherry fruit, with a light touch of peppery herb, rolls into silky tannins and pretty baking spices. A fine value.",Estate Grown,,Gordon Estate 2010 Estate Grown Merlot (Columbia Valley (WA)),$21, Washington,91, Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Valley (WA),Not rated yet [Add Your Review],Merlot,2010,Gordon Estate
1914,14.5%,"Washington, Washington Other, Washington, US",750 ml,Red, US,3/1/2014,"A spicy, herbal Merlot, sourced from a site on the Royal Slope, this distinctive wine ranges from strawberry to cherry, brambly and rather tightly wound. Woven through are threads of seed, herb, stem and earth. It's as close to a Bordeaux style as this winery ever comes.",Stoneridge Vineyard,,K Vintners 2010 Stoneridge Vineyard Merlot (Washington),$45, Washington,91, Washington Other,Paul Gregutt,@paulgwine ,Washington,Not rated yet [Add Your Review],Merlot,2010,K Vintners
1915,15.1%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,3/1/2014,"This 100% varietal wine shows notes of raspberry and chocolate sprinkled with oak spices from time in 50% new French barrels. It's wound up tightly at present, packed to the brim with red fruit flavors and firm, slightly gritty tannins.",Estate Grown Merlot Block 8,,Canoe Ridge 2010 Estate Grown Merlot Block 8 Merlot (Columbia Valley (WA)),$58, Washington,91, Columbia Valley,Sean P. Sullivan,@wawinereport,Columbia Valley (WA),Not rated yet [Add Your Review],Merlot,2010,Canoe Ridge
1916,14.9%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,3/1/2014,"Rather blocky and oaky at first, this can seem a bit overwhelmed with flavors from barrel aging. The tightly-wound red fruits appear slowly with hours of breathing, along with some alcohol heat in the finish. Give this as much aerating as possible.",,,Woodward Canyon 2010 Merlot (Columbia Valley (WA)),$44, Washington,90, Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Valley (WA),Not rated yet [Add Your Review],Merlot,2010,Woodward Canyon
1917,14.1%,"Washington, Washington Other, Washington, US",750 ml,Red, US,3/1/2014,"This is a fine bottle of Merlot, released under Woodward Canyon's second label, Nelms Road. Firm blackberry and cassis fruit flavors anchor a substantial wine that has accents of smoke, licorice, tar and toast. Delicious!",,,Nelms Road 2012 Merlot (Washington),N/A, Washington,90, Washington Other,Paul Gregutt,@paulgwine ,Washington,Not rated yet [Add Your Review],Merlot,2012,Nelms Road
1918,13.7%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,3/1/2014,"Though labeled Columbia Valley, this is in fact 100% Merlot from the estate vineyards on Red Mountain. It's chewy and tannic, as is often the case with Red Mountain reds, with black cherry and cassis fruit wrapped by astringent tannins hinting at dark chocolate. In short, a fine steak wine, that needs some fat to cut the tannins.",,,Kiona 2010 Merlot (Columbia Valley (WA)),$25, Washington,89, Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Valley (WA),Not rated yet [Add Your Review],Merlot,2010,Kiona
1919,14.1%,"Walla Walla Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,3/1/2014,"This wine spent more than two years in barrel, yielding some grainy, textural tannins. The plummy fruit is backed with licorice, vanilla and black tea flavors, all nicely integrated.",,,Mannina Cellars 2010 Merlot (Walla Walla Valley (WA)),$24, Washington,89, Columbia Valley,Paul Gregutt,@paulgwine ,Walla Walla Valley (WA),Not rated yet [Add Your Review],Merlot,2010,Mannina Cellars
1920,13.1%,"Finger Lakes, Finger Lakes, New York, US",750 ml,Red, US,3/1/2014,"Hints of blue flowers and granite, spicy chocolate and vanilla notes add complexity to this Merlot. It's crisp and tart on the palate, but balanced, with penetrating flavors of blackberry and bramble bush. Finishes briskly with a leafy, herbaceous flair.",Estate Bottled,,Lamoreaux Landing 2010 Estate Bottled Merlot (Finger Lakes),$17, New York,88, Finger Lakes,Anna Lee C. Iijima,,Finger Lakes,Not rated yet [Add Your Review],Merlot,2010,Lamoreaux Landing
1921,14.6%,"Walla Walla Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,3/1/2014,"Whether due to vintage conditions or simply the result of re-prioritizing the brand, production of the Muleskinner has plummeted. Too bad, as this 100% estate-grown varietal wine is a unique expression of Walla Walla fruit. Here, it's tight, tannic and sharp-toothed with wild, brambly berry fruit in a compact frame. The aromatics promise more, so this could age for a bit before drinking.",Muleskinner,,Spring Valley Vineyard 2010 Muleskinner Merlot (Walla Walla Valley (WA)),$50, Washington,88, Columbia Valley,Paul Gregutt,@paulgwine ,Walla Walla Valley (WA),Not rated yet [Add Your Review],Merlot,2010,Spring Valley Vineyard
1922,14%,"Maipo Valley, Chile",750 ml,Red, Chile,3/1/2014,"This leafy, Bordeaux-style Merlot is applealing for its moderate approach and emphasis on herbs and spice over oak and extraction. The wine is smooth and and round, with berry, cassis and herbal offsets. Classic Merlot from Chile, with just enough oak and fruit to rank as modern.",Gran Reserva de Los Andes Estate Bottled,Halby Marketing,Santa Alicia 2011 Gran Reserva de Los Andes Estate Bottled Merlot (Maipo Valley),$15,Maipo Valley,88,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Merlot,2011,Santa Alicia
1923,13.6%,"Finger Lakes, Finger Lakes, New York, US",750 ml,Red, US,3/1/2014,"This Merlot is concentrated with tart, crisp blackberry and cherry flavor, with a wisp of brambly stems on the nose and palate. It's bright with acidity and big, but velvety tannins that should allow the wine to mature well over 5–7 years.",,,Bellangelo 2010 Merlot (Finger Lakes),$17, New York,88, Finger Lakes,Anna Lee C. Iijima,,Finger Lakes,Not rated yet [Add Your Review],Merlot,2010,Bellangelo
1924,13.9%,"Finger Lakes, Finger Lakes, New York, US",750 ml,Red, US,3/1/2014,"A whiff of roasted nuts adds a rustic character to ripe black fruit on this Merlot. It's big and bold on the palate with concentrated fruit framed rigidly with tannins and acidity, but a hint of leafy, herbaceous notes adds elegance.",Reserve,,Damiani 2010 Reserve Merlot (Finger Lakes),$41, New York,88, Finger Lakes,Anna Lee C. Iijima,,Finger Lakes,Not rated yet [Add Your Review],Merlot,2010,Damiani
1925,13.8%,"Washington, Washington Other, Washington, US",750 ml,Red, US,3/1/2014,"It would be hard to find a better $8 Merlot anywhere. This is soft and full-bodied, quite flavorful and fruity, with pretty black cherry fruit. Drinking especially nicely with a bit of bottle age, it finishes with well-proportioned notes of tobacco and clove.",Two Vines,,Columbia Crest 2010 Two Vines Merlot (Washington),$8, Washington,88, Washington Other,Paul Gregutt,@paulgwine ,Washington,Not rated yet [Add Your Review],Merlot,2010,Columbia Crest
1926,12.5%,"Finger Lakes, Finger Lakes, New York, US",750 ml,Red, US,3/1/2014,"Hints of vanilla and spice add warmth to pristine blackberry and plum flavors in this brisk, medium-bodied Merlot. It's tart with cranberry acidity and finishes with a lingering granite minerality.",Sunrise Hill Vineyards,,Damiani 2010 Sunrise Hill Vineyards Merlot (Finger Lakes),$23, New York,88, Finger Lakes,Anna Lee C. Iijima,,Finger Lakes,Not rated yet [Add Your Review],Merlot,2010,Damiani
1927,14.1%,"Colchagua Valley, Chile",750 ml,Red, Chile,3/1/2014,"Muscular, rubbery aromas of black fruits are minty and tough. On the palate, this is rough as nails, with pounding tannins. Lead flavors of coconut, vanilla and chocolate are oak based, while the finish keeps that profile going. This is a big, dark, oaky wine with generic black-fruit character.",Cuvée Alexandre Apalta Vineyard,Terlato Wines International,Lapostolle 2011 Cuvée Alexandre Apalta Vineyard Merlot (Colchagua Valley),$23,Colchagua Valley,87,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Merlot,2011,Lapostolle
1928,14.1%,"Washington, Washington Other, Washington, US",750 ml,Red, US,3/1/2014,"This Merlot includes 13% Syrah, along with smaller amounts of Petit Verdot and Cabernet. Vanilla and tobacco scents open the door to a sharp, peppery wine, with flavors cloaked in bark and scorched earth. It's rustic, big and flavorful, with a fat, meaty finish. This is the wine to go with your tri-tip.",,,Boomtown 2011 Merlot (Washington),$16, Washington,87, Washington Other,Paul Gregutt,@paulgwine ,Washington,Not rated yet [Add Your Review],Merlot,2011,Boomtown
1929,13.8%,"Yakima Valley, Columbia Valley, Washington, US",750 ml,Red, US,3/1/2014,"Juicy and plummy, this is a wine with generous amounts of purple fruit scents and flavors up front. The tannins turn a bit green and show some bitterness in the finish.",Copeland Vineyard,,Two Mountain 2010 Copeland Vineyard Merlot (Yakima Valley),$22, Washington,87, Columbia Valley,Paul Gregutt,@paulgwine ,Yakima Valley,Not rated yet [Add Your Review],Merlot,2010,Two Mountain
1930,14.5%,"Horse Heaven Hills, Columbia Valley, Washington, US",750 ml,Red, US,3/1/2014,"Though the oak is high quality (62% new American and French), it's in your face on this 100% varietal wine, with notes of char and toast. It's soft, silky and elegant in feel but the barrel flavors take over making it hard to get all the fruit notes.",Canoe Ridge Estate,,Chateau Ste. Michelle 2011 Canoe Ridge Estate Merlot (Horse Heaven Hills),$26, Washington,87, Columbia Valley,Sean P. Sullivan,@wawinereport,Horse Heaven Hills,Not rated yet [Add Your Review],Merlot,2011,Chateau Ste. Michelle
1931,12%,"Finger Lakes, Finger Lakes, New York, US",750 ml,Red, US,3/1/2014,"Warm toast, vanilla and spice notes are inviting on this deeply penetrating Merlot. Despite its rich black-fruit profile, the palate is surprisingly delicate displaying tart cranberry notes that linger long and lean.",,,Fox Run 2010 Merlot (Finger Lakes),$20, New York,87, Finger Lakes,Anna Lee C. Iijima,,Finger Lakes,Not rated yet [Add Your Review],Merlot,2010,Fox Run
1932,15%,"Stellenbosch, South Africa",750 ml,Red, South Africa,3/1/2014,"An enticing herbal streak is often identifiable in Thelema's wines, and this is no exception, with hints of menthol, fynbos, tobacco and fig leaf, as well as a gamy accent in the background. There's plenty of fruit to mingle with these earthy tones—flavors of black plum, currant and a touch of fig paste all abound on the palate.",,Cape Classics,Thelema 2009 Merlot (Stellenbosch),$29,Stellenbosch,87,,Lauren Buzzeo,@laurbuzz,,Not rated yet [Add Your Review],Merlot,2009,Thelema
1933,14.5%,"Western Cape, South Africa",750 ml,Red, South Africa,3/1/2014,"Here's a ripe and round Merlot, brimming with fruity tones of prune, date, fudgy brownie and mocha on the nose and palate. It's lushly textured, with soft, fine tannins and a medium-length finish.",Cathedral Cellar,KWV Int'l,KWV 2009 Cathedral Cellar Merlot (Western Cape),$18,Western Cape,86,,Lauren Buzzeo,@laurbuzz,,Not rated yet [Add Your Review],Merlot,2009,KWV
1934,13%,"Maule Valley, Chile",750 ml,Red, Chile,3/1/2014,"Crisp, direct aromas of cherry and briar define the nose on this herbal Merlot. A zesty palate is driven by snappy acidity, while herbal flavors of raspberry and spice finish with a raw feel and controlled green notes.",Reserva,Old Bridge Cellars,Chilensis 2012 Reserva Merlot (Maule Valley),$12,Maule Valley,86,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Merlot,2012,Chilensis
1935,13.5%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,3/1/2014,"Light but pretty scents and flavors of berry and cherry push through this pleasant, fruity Merlot. Hints of tea and vanilla are there, but not intrusive. The tannins carry some slightly stemmy flavors.",,,Snoqualmie 2011 Merlot (Columbia Valley (WA)),$10, Washington,86, Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Valley (WA),Not rated yet [Add Your Review],Merlot,2011,Snoqualmie
1936,14.5%,"Colchagua Valley, Chile",750 ml,Red, Chile,3/1/2014,"This Merlot smells rooty, with licorice and mint to boot. A wide, sort of flabby palate is, at its base, oaky as can be; there's also stewed plum and herbal blackberry flavors in front of a blocky, chunky finish.",Alpha,Guarachi Wine Partners,Montes 2011 Alpha Merlot (Colchagua Valley),$25,Colchagua Valley,86,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Merlot,2011,Montes
1937,14.4%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,3/1/2014,"Volatile and sharp from the get-go, this Merlot bites rather than soothes. Dried cherry fruit carries streaks of licorice and baking chocolate, along with some suggestions of volatility.",Barrel Select,,Vin du Lac 2009 Barrel Select Merlot (Columbia Valley (WA)),$40, Washington,85, Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Valley (WA),Not rated yet [Add Your Review],Merlot,2009,Vin du Lac
1938,13%,"Curicó Valley, Chile",750 ml,Red, Chile,3/1/2014,"Spicy, crisp plum and berry aromas set up a medium-full palate with some roughness and edgy acidity. Flavors of herbal, peppery black fruits finish mild. This is dry, spicy and just solid enough.",Culpeo Made with Organic Grapes,VinLozano Imports,Viña La Fortuna 2012 Culpeo Made with Organic Grapes Merlot (Curicó Valley),$10,Curicó Valley,85,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Merlot,2012,Viña La Fortuna
1939,14%,"Maipo Valley, Chile",750 ml,Red, Chile,3/1/2014,"There's more than enough herbal-olive character to the nose, and also berry scents. The palate is zesty and fresh in feel, with normal-for-Chile leafy, dry, spicy berry flavors. A crisp-feeling finish is herbal in flavor.",Reserva,Halby Marketing,Santa Alicia 2012 Reserva Merlot (Maipo Valley),$10,Maipo Valley,85,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Merlot,2012,Santa Alicia
1940,14%,"Colchagua Valley, Chile",750 ml,Red, Chile,3/1/2014,"Asphalt, crusty leather and herbal berry aromas are the opening on this racy Merlot. Flavors run from herbal, peppery and olive-driven to red-berry fruits. A spicy finish brings enough red-cherry character to make things work.",Petirrojo Reserva,Prestige Beverage Group,Viña Bisquertt 2012 Petirrojo Reserva Merlot (Colchagua Valley),$10,Colchagua Valley,85,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Merlot,2012,Viña Bisquertt
1941,12%,"Central Valley, Chile",750 ml,Red, Chile,3/1/2014,"Rubbery, tarry, herbal berry aromas lead to a fresh, lean, somewhat acidic palate. Flavors of plum, red currant and green herbs finish with zest and juicy acidity.",,WX Brands,Vaya Vadiso 2012 Merlot (Central Valley),$10,Central Valley,84,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Merlot,2012,Vaya Vadiso
1942,13.14%,"Washington, Washington Other, Washington, US",750 ml,Red, US,3/1/2014,"This young Merlot is 100% varietal, with bright notes of berry, ash and herbs. It's light with little apparent oak influence making it direct and accessible with chalky tannins rounding it out.",,,Washington Hills 2012 Merlot (Washington),$12, Washington,84, Washington Other,Sean P. Sullivan,@wawinereport,Washington,Not rated yet [Add Your Review],Merlot,2012,Washington Hills
1943,13%,"Cachapoal Valley, Chile",750 ml,Red, Chile,3/1/2014,"This opens with a blast of bell pepper and leafy berry aromas. The palate is juicy but scratchy, while flavors of plum, raspberry and herbs finish tart, with no evolution.",Select Terroir,Guarachi Wine Partners,Santa Ema 2011 Select Terroir Merlot (Cachapoal Valley),$10,Cachapoal Valley,83,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Merlot,2011,Santa Ema
1944,13.5%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,3/1/2014,"This wine appears to have suffered from the cool 2011 vintage with prominent herbal notes that lean far into the green. It seems to carry noticeable residual sugar, with the sweetness making for an odd juxtaposition to the aroma profile.",,,Sagelands 2011 Merlot (Columbia Valley (WA)),$13, Washington,82, Columbia Valley,Sean P. Sullivan,@wawinereport,Columbia Valley (WA),Not rated yet [Add Your Review],Merlot,2011,Sagelands
1945,13.5%,"Burgenland, Austria",750 ml,Red, Austria,2/1/2014,Composer Joseph Haydn was the court composer for the Esterházy family which still owns this winery. This strongly wood-aged wine has its own elegance and style with fruit coming through strongly from under the darker exterior. Give this finely structured wine time and drink from 2017.,Haydn,Wein Bauer Inc,Esterházy 2009 Haydn Merlot (Burgenland),N/A,Burgenland,90,,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Merlot,2009,Esterházy
1946,14.5%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,2/1/2014,"This small-batch Merlot (57 cases total) is concentrated up front, with aromas of balsam wood, cigar box, asphalt and hard-charging black fruits. The palate is hard as rocks, with intense but narrow dark-berry flavors in front of a pinched finish loaded with blackberry, pepper and chocolate flavors as well as fierce leftover tannins. Drink through 2020.",,"MHW, Ltd",Krasia May 2010 Merlot (Mendoza),$95, Mendoza Province,89,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Merlot,2010,Krasia May
1947,13.5%,"Umbria, Central Italy, Italy",750 ml,Red, Italy,2/1/2014,"This soft, round wine opens with aromas of oak, vanilla and black fruit. It has big, ripe flavors of blackberry, plum, espresso and chocolate alongside smooth tannins. While it's not complex, it's delicious and ready to enjoy now.",,The Winebow Group LLC,Falesco 2012 Merlot (Umbria),$15, Central Italy,88,Umbria,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Merlot,2012,Falesco
1948,14.3%,"Rogue Valley, Southern Oregon, Oregon, US",750 ml,Red, US,2/1/2014,"Blended with 16% Cabernet Sauvignon and aged in a mixture of French and American oak (50% new), this wine highlights notes of raspberries and cream speckled with oak spices and an herbal edge. The palate is light and elegant in style while still retaining a sense of depth, plushness and balance.",,,RoxyAnn 2011 Merlot (Rogue Valley),$25, Oregon,88, Southern Oregon,Sean P. Sullivan,@wawinereport,Rogue Valley,Not rated yet [Add Your Review],Merlot,2011,RoxyAnn
1949,14%,"Toscana, Tuscany, Italy",750 ml,Red, Italy,2/1/2014,"Made from Merlot and aged in barriques, this wine offers aromas of currants, bell pepper and plum. The palate presents ripe black cherry, black currant and chocolate layered with spice, oak and vanilla sensations. It's still aggressively tannic. Drink 2016 to 2023.",Grido,Michelangelo Selections,Renieri 2008 Grido Merlot (Toscana),N/A, Tuscany,87,Toscana,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Merlot,2008,Renieri
1950,15.5%,"Toscana, Tuscany, Italy",750 ml,Red, Italy,2/1/2014,"This 100% of Merlot from Tuscany opens with aromas of prune and raisin that recall uve passite or dried grapes. The palate offers concentrated fig, raisin and mocha and you'll also detect the warmth of evident alcohol. The overall lack of freshness makes this appear clunky and evolved.",I Puri,Supreme Wines & Spirits,Olivi 2009 I Puri Merlot (Toscana),$120, Tuscany,86,Toscana,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Merlot,2009,Olivi
1951,13%,"Umbria, Central Italy, Italy",750 ml,Red, Italy,2/1/2014,"This ready-to-drink wine opens with berry and plum aromas layered with subtle oak. The palate is smooth and round, with blackberry, mocha, white pepper and mint flavors alongside polished tannins.",Gaudio,Multiple U.S. importers,Tenuta Le Velette 2009 Gaudio Merlot (Umbria),$24, Central Italy,86,Umbria,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Merlot,2009,Tenuta Le Velette
1952,13%,"Umbria, Central Italy, Italy",750 ml,Red, Italy,2/1/2014,"This wine offers aromas of ripe plum, raisin and mocha, with hints of toasted oak. The palate opens with ripe blackberry and plum notes, but finishes abruptly, closing on an astringent note.",Olmeto,WS Selections,Cantina dei Colli Amerini 2010 Olmeto Merlot (Umbria),N/A, Central Italy,85,Umbria,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Merlot,2010,Cantina dei Colli Amerini
1953,14.5%,"Val di Cornia Suvereto, Tuscany, Italy",750 ml,Red, Italy,2/1/2014,"This Tuscan Merlot opens with dominant aromas of raw wood and wood chips with hints of black fruit muffled beneath the surface. Oak is also at the forefront of the palate, followed by toast, espresso and vanilla. There's not enough fruit richness to carry off the oak, and it finishes on a bitter note of astringent wood tannins.",I'Rennero,Montcalm Wine Importers,Gualdo del Re 2008 I'Rennero Merlot (Val di Cornia Suvereto),$75, Tuscany,85,Val di Cornia Suvereto,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Merlot,2008,Gualdo del Re
1954,13.5%,"Rogue Valley, Southern Oregon, Oregon, US",750 ml,Rose, US,2/1/2014,"Coming from the cool 2011 vintage, this 100% varietal wine doesn't seem entirely ripe with notes of green herbs, poblano and red fruit. It's tart and plump in feel with chalky tannins.",Estate Grown,,Del Rio 2011 Estate Grown Merlot (Rogue Valley),$28, Oregon,83, Southern Oregon,Sean P. Sullivan,@wawinereport,Rogue Valley,Not rated yet [Add Your Review],Merlot,2011,Del Rio
1955,14%,"Côtes de Bergerac, Southwest France, France",750 ml,Red, France,12/31/2013,"Strong new wood and black fruit aromas suggest the power and character of this full, rich wine. From a single parcel, it has concentration, density and a wonderful mix of smooth wood-based flavors and more rugged fruits and tannins. Age this wine and don't drink before 2017.",Les Gendres Parcelle no A307,1_Not Imported into US,Château Tour des Gendres 2010 Les Gendres Parcelle no A307 Merlot (Côtes de Bergerac),N/A, Southwest France,93,Côtes de Bergerac,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Merlot,2010,Château Tour des Gendres
1956,14.3%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,12/31/2013,"This estate-grown Merlot is a standout among the Goose Ridge reds produced in 2010. A firm and substantial mix of red and black fruits comes on a bed of juicy acidity. Medium-bodied, it extends gracefully through the finish with hints of chocolate-covered raisins.",,,Goose Ridge 2010 Merlot (Columbia Valley (WA)),$30, Washington,91, Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Valley (WA),Not rated yet [Add Your Review],Merlot,2010,Goose Ridge
