,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Importer,Name,Price,Province,Rating,Region,Reviewer,Reviewer Twitter Handle,Subregion,User Avg Rating,Variety,Vintage,Winery
1959,14.5%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,5/1/2015,"Aromas recall mature dark berry, stewed plum, underbrush, leather and a hint of game. The firm palate delivers juicy wild cherry, cinnamon, clove, licorice and rolled pipe tobacco alongside youthfully assertive but fine-grained tannins. Drink 2020–2030.",,Franco Wine Imports,Il Grappolo 2010  Brunello di Montalcino,$50, Tuscany,93,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2010,Il Grappolo
1960,14%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,5/1/2015,"Full bodied and balanced, this conveys aromas of menthol, underbrush, savory herb, fennel, tilled soil and leather. The vibrant palate offers bright red cherry, crushed raspberry, clove, grilled herb, anise and a balsamic note alongside tightly knit but poised tannins and bright acidity. Drink 2018–2025.",,Enoclassica Selection,San Giacomo 2010  Brunello di Montalcino,$50, Tuscany,93,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2010,San Giacomo
1961,14.5%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,5/1/2015,"Ripe berry and earthy aromas of leather, game and soil lead the nose on this structured wine. The chewy palate has nice concentration, weight and intensity, offering wild cherry and baking spice. It's still young but well balanced, with nervous acidity and tightly wound tannins. Drink 2020–2030.",,Morandell Imports,Lazzeretti 2010  Brunello di Montalcino,$80, Tuscany,93,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2010,Lazzeretti
1962,14.5%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,5/1/2015,"Aromas of stewed plum, wet earth, leather, game and an exhilarating whiff of menthol lead the nose. The vibrant palate shows great intensity, delivering juicy black cherry, crushed raspberry, licorice, tobacco and white pepper alongside chewy tannins and firm acidity. Drink after 2020.",,Vias Imports,Fossacolle 2010  Brunello di Montalcino,$50, Tuscany,93,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2010,Fossacolle
1963,N/A,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,5/1/2015,"Aromas of meat juices, underbrush, savory spice and a whiff of espresso open this structured wine. The vibrant palate offers dried Morello cherry, fleshy raspberry, ground pepper, grilled herb and tobacco alongside bracing but fine-grained tannins and fresh acidity. Hold for more complexity. Drink 2018–2030.",,Multiple U.S. importers,Mastrojanni 2010  Brunello di Montalcino,N/A, Tuscany,93,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2010,Mastrojanni
1964,N/A,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,5/1/2015,"Aromas of blue flower, pressed powder and perfumed berry mingle in the glass. The rich palate offers layers of ripe wild cherry, vanilla cinnamon-spice, savory herb and licorice alongside assertive, fine-grained tannins. Drink 2018–2025.",Vigna Loreto,Multiple U.S. importers,Mastrojanni 2010 Vigna Loreto  (Brunello di Montalcino),N/A, Tuscany,93,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2010,Mastrojanni
1965,14.5%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,5/1/2015,"Blue flower, wild berry, savory herb and menthol aromas lead the nose. The intense palate offers ripe wild cherry, crushed raspberry, white pepper and mineral alongside firm but fine tannins and bright acidity. Drink 2018–2028.",,Superior Wines,Pecci Celestino 2010  Brunello di Montalcino,$74, Tuscany,93,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2010,Pecci Celestino
1966,14%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,5/1/2015,"Lovely fragrances of pressed powder, black berries, rose and tilled soil waft from the glass. The firm palate offers wild cherry, raspberry, cinnamon, licorice and savory herb alongside tightly knit but refined tannins. Fresh acidity balances this out but it's still young and not fully developed. Drink 2020–2030.",,Vineyard Brands,Caparzo 2010  Brunello di Montalcino,$45, Tuscany,93,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2010,Caparzo
1967,N/A,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,5/1/2015,"The nose is still a bit closed but eventually reveals leather, game, berry and forest floor. The palate is more expressive, delivering concentrated wild cherry, black raspberry, cooking spice, savory herb and anise. A backbone of firm but polished tannins and fresh acidity provides the framework. Drink 2020–2030.",,Universal Wines & Spirits,Col di Lamo 2010  Brunello di Montalcino,$50, Tuscany,93,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2010,Col di Lamo
1968,14.5%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,5/1/2015,"Earthy aromas suggest tilled soil, savory herb, leather, dried rose and a whiff of game. The bright palate offers crushed cherry, black raspberry, savory herb and white pepper alongside polished tannins. It's well balanced and fresh. A licorice note signals the close.",,Palm Bay International,Col d'Orcia 2010  Brunello di Montalcino,$55, Tuscany,92,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2010,Col d'Orcia
1969,14.5%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,5/1/2015,"Menthol, mint, sage, dark berry and rose aromas come with a balsamic note. Firm, fine-grained tannins support concentrated black cherry, crushed plum, mocha, vanilla and licorice flavors. Drink through 2022.",I Poggiarelli,Quintessential Wines,La Mannella 2010 I Poggiarelli  (Brunello di Montalcino),$95, Tuscany,92,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2010,La Mannella
1970,14%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,5/1/2015,"Classic Sangiovese aromas of underbrush, pressed powder, violet and wild berry mingle in the glass. The vibrant palate offers layers of black cherry, dried red cherry, white pepper, truffle and savory herb alongside firm but refined tannins and bright acidity. This is all about polish and finesse. Drink 2018–2028.",,Siena Imports,Lambardi 2010  Brunello di Montalcino,$90, Tuscany,92,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2010,Lambardi
1971,14.5%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,5/1/2015,"Aromas of tilled earth, leafy forest floor, porcini mushroom, truffle and ripe berry lead the nose. The palate offers wild cherry layered with medicinal herb, black pepper and grilled sage supported by firm tannins. It's still young and a bit disjointed so give it time to come together. Drink after 2018.",Riserva,Soilair Selection,Lisini 2008 Riserva  (Brunello di Montalcino),$80, Tuscany,92,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2008,Lisini
1972,14.5%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,5/1/2015,"This opens with an enticing fragrance of rose, violet, dark berry and underbrush. The firm palate delivers juicy wild cherry, cinnamon and star anise alongside firm but fine-grained tannins and bright acidity. Drink 2018–2028.",Ugolforte,Majestic Imports,Tenuta San Giorgio 2010 Ugolforte  (Brunello di Montalcino),$50, Tuscany,92,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2010,Tenuta San Giorgio
1973,14%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,5/1/2015,"Red berry, forest floor, grilled herb, tobacco leaf and leather aromas mingle with a balsamic note. The firm palate shows energy and elegance, offering crunchy red berry, savory herb, star anise and graphite. It's still tightly closed and austere, with bright acidity and youthfully clenched tannins that need time to develop fully. Drink 2020–2030.",,"Frederick Wildman & Sons, Ltd",Le Chiuse 2010  Brunello di Montalcino,$60, Tuscany,92,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2010,Le Chiuse
1974,14.5%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,5/1/2015,"Aromas of wild berry, savory herb, menthol and toast lead the nose. The vibrant palate delivers crunchy red cherry, eucalyptus, sage and cooking spice alongside youthfully assertive tannins and brisk acidity. It closes on a licorice note. Drink 2020–2030.",,Chambers & Chambers,La Fiorita 2010  Brunello di Montalcino,$68, Tuscany,92,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2010,La Fiorita
1975,14.5%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,5/1/2015,"Aromas of ripe berry, cooking spice, tilled soil, truffle, leather and a balsamic note all come together in the glass. The concentrated palate shows stewed plum, lightly toasted oak, mocha and espresso alongside tightly wound, teeth-coating tannins. Give this time to come together. Drink 2018–2025.",,1_No Submitting Co,Collemattoni 2010  Brunello di Montalcino,N/A, Tuscany,92,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2010,Collemattoni
1976,14%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,5/1/2015,"Red berry, forest floor, grilled herb, tobacco leaf and leather aromas mingle with a balsamic note. The firm palate shows energy and elegance, offering crunchy red berry, savory herb, star anise and graphite. It's still tightly closed and austere, with bright acidity and youthfully clenched tannins that need time to develop fully. Drink 2020–2030.",,"Frederick Wildman & Sons, Ltd",Le Chiuse 2010  Brunello di Montalcino,$60, Tuscany,92,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2010,Le Chiuse
1977,14.5%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,5/1/2015,"Aromas of menthol, savory herb and exotic spice take shape in the glass. The firm palate offers layers of dark cherry, clove and grilled sage alongside assertive but fine-grained tannins. A note of anise signals the close.",,Blicker Pierce Wagner Wine Merchants,Tenuta Buon Tempo 2010  Brunello di Montalcino,N/A, Tuscany,92,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2010,Tenuta Buon Tempo
1978,15%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,5/1/2015,"Pretty aromas suggest violet, rose, leather, pressed powder and a balsamic note. The full-bodied palate boasts succulent red berry, cake spice, black tea and mineral alongside ripe but refined tannins. It shows both power and finesse despite the heat of evident alcohol that dominates the finish.",,Kobrand,Tenuta La Fuga 2010  Brunello di Montalcino,$50, Tuscany,92,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2010,Tenuta La Fuga
1979,13.5%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,5/1/2015,"Opening aromas include woodland berry, game, Mediterranean herb and a whiff of leather. The vibrant palate offers red cherry, sage, thyme and white pepper alongside fine-grained tannins. Drink 2018–2028.",,Aventine Hill LLC,Crocedimezzo 2010  Brunello di Montalcino,N/A, Tuscany,92,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2010,Crocedimezzo
1980,14%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,5/1/2015,"Earthy aromas suggest forest floor, wet leaves, savory herb and menthol. On the palate, balsamic notes, eucalyptus, and white pepper accent a core of juicy black cherry. It's young but balanced with firm, refined tannins and fresh acidity. Drink 2020–2025.",,Acid Inc Selections,Villa I Cipressi 2010  Brunello di Montalcino,$65, Tuscany,92,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2010,Villa I Cipressi
1981,14.5%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,5/1/2015,"An intriguing mélange of aromas includes cured meat, underbrush, game, Mediterranean scrub and a whiff of wet fur. The hearty palate offers black cherry, plum, toasted oak, grilled rosemary, fennel and anisette alongside tightly wound tannins and fresh acidity. Drink 2020–2030.",Ciliegio,Medallion Global,La Magia 2010 Ciliegio  (Brunello di Montalcino),$150, Tuscany,92,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2010,La Magia
1982,14%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,5/1/2015,"Menthol, leather, pressed flower and woodland berry aromas mingle with a balsamic note. The delineated palate delivers sour red cherry, sage and a note of baking spice alongside youthfully austere but fine-grained tannins and bright acidity. This is more about finesse and balance but it should also develop more complexity over the next few years. Drink 2016–2025.",,Leonardo LoCascio Selections–The Winebow Group,Altesino 2010  Brunello di Montalcino,$65, Tuscany,92,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2010,Altesino
1983,14%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,5/1/2015,"Aromas of rose, violet, leather, star anise, wild berry and a balsamic note lead the nose. The fresh palate offers earthy red cherry, grilled herb, fennel, white pepper and clove alongside firm, fine-grained tannins and bright acidity. Drink 2017–2022.",,Orvino Wine Imports,Canneta 2010  Brunello di Montalcino,$35, Tuscany,92,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2010,Canneta
1984,14%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,5/1/2015,"Underbrush, savory herb, leather and dark-skinned fruit aromas mingle in the glass. The firm, structured palate delivers mature plum, black cherry, vanilla, licorice and a confectionary note alongside assertive tannins. Drink 2018–2028.",,Vias Imports,Argiano 2010  Brunello di Montalcino,$66, Tuscany,92,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2010,Argiano
1985,14.5%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,5/1/2015,"Aromas convey pressed violet, ripe berry, leather, savory herb, tobacco and a balsamic note. Showing impressive depth for what was a scorching vintage, the concentrated palate delivers crushed raspberry, baking spice, black pepper and licorice. Firm, velvety tannins and soft acidity make this already accessible but it will also age for several years. Drink through 2019.",Phenomena Riserva,Kermit Lynch Wine Merchant,Sesti 2009 Phenomena Riserva  (Brunello di Montalcino),N/A, Tuscany,92,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2009,Sesti
1986,15%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,5/1/2015,"Aromas of tilled soil, leather and red berry lead to a robust palate that offers dried red cherry, anise and hint of cake spice alongside firm, fine-grained tannins. It's straightforward and already accessible but will age well for several years. Drink 2016–2022.",,Multiple U.S. importers,Caprili 2010  Brunello di Montalcino,$50, Tuscany,91,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2010,Caprili
1987,14.5%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,5/1/2015,"Ripe and soulful, this opens with earthy aromas of leather, tilled soil, game and ripe berry. The juicy palate reveals layers of juicy wild cherry, crushed raspberry, truffle and cinnamon alongside big, ripe tannins. A mineral note signals the close. Drink through 2019.",,Indie Wineries,L'Aietta 2009  Brunello di Montalcino,$80, Tuscany,91,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2009,L'Aietta
1988,14%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,5/1/2015,"This earthy expression of Sangiovese offers aromas of fennel, dried hay, rose and a balsamic note. The palate delivers wild cherry, raspberry, clove, savory herb and licorice alongside gripping tannins and firm acidity. It still needs to develop. Drink 2020–2030.",Villa al Cortile,Foley Family Wines,Piccini 2010 Villa al Cortile  (Brunello di Montalcino),$65, Tuscany,91,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2010,Piccini
1989,14%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,5/1/2015,"Pretty aromas meld crushed violet, rose, pressed powder and perfumed berry. The palate offers mature plum, fleshy berry, licorice, coffee and a smoky note. It's powerfully built, with velvety tannins that provide the framework. It ends on a confectionary note. Drink through 2020.",Riserva,Vineyard Brands,Caparzo 2009 Riserva  (Brunello di Montalcino),$80, Tuscany,91,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2009,Caparzo
1990,15%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,5/1/2015,"Made with organically farmed grapes, this opens with pretty aromas of crushed rose, violet, perfumed berry, leather, truffle and a balsamic note. The warm palate doles out fleshy wild cherry, stewed plum, cake spice, anisette and savory herb alongside velvety tannins. It closes on a licorice note and the heat of evident alcohol. Drink 2018–2025.",,Superior Wines,Corte Pavone 2010  Brunello di Montalcino,$90, Tuscany,91,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2010,Corte Pavone
1991,14.5%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,5/1/2015,"This structured red opens with aromas of tilled earth, mature plum, toasted oak, leather and a whiff of cellar floor. The vibrant palate delivers crushed black cherry, plum cake, cinnamon and dried sage, with assertive tannins and bright acidity. It closes on a licorice note. Drink 2018–2030.",,Folio Fine Wine Partners,Castelgiocondo 2010  Brunello di Montalcino,$79, Tuscany,91,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2010,Castelgiocondo
1992,15%,"Brunello di Montalcino, Tuscany, Italy",1.5 L,Red, Italy,5/1/2015,"This opens with aromas of spiced plum, oak, vanilla and leather. The smooth, concentrated palate offers ripe black cherry, juicy raspberry, mocha, clove, tobacco, black pepper and licorice alongside velvety tannins. Drink 2015–2023.",Millecento,Maisons Marques & Domaines USA,Castiglion del Bosco 2008 Millecento  (Brunello di Montalcino),$200, Tuscany,91,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2008,Castiglion del Bosco
1993,14%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,5/1/2015,"Firmly structured and elegant, this offers aromas of pressed rose, violet, menthol, savory herb and woodland berry. The palate is still closed but reveals crunchy red cherry, oak, mint and sage alongside youthfully austere tannins that need time to unfold. Drink 2017–2025.",,Domenico Valentino,Il Palazzone 2010  Brunello di Montalcino,$90, Tuscany,91,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2010,Il Palazzone
1994,14.5%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,5/1/2015,"This structured red opens with aromas of tilled earth, mature plum, toasted oak, leather and a whiff of cellar floor. The vibrant palate delivers crushed black cherry, plum cake, cinnamon and dried sage, with assertive tannins and bright acidity. It closes on a licorice note. Drink 2018–2030.",,Folio Fine Wine Partners,Castelgiocondo 2010  Brunello di Montalcino,$79, Tuscany,91,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2010,Castelgiocondo
1995,15%,"Brunello di Montalcino, Tuscany, Italy",1.5 L,Red, Italy,5/1/2015,"This opens with aromas of spiced plum, oak, vanilla and leather. The smooth, concentrated palate offers ripe black cherry, juicy raspberry, mocha, clove, tobacco, black pepper and licorice alongside velvety tannins. Drink 2015–2023.",Millecento,Maisons Marques & Domaines USA,Castiglion del Bosco 2008 Millecento  (Brunello di Montalcino),$200, Tuscany,91,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2008,Castiglion del Bosco
1996,14.5%,"Cienega Valley, Central Coast, California, US",750 ml,Red, US,5/1/2015,"With experience making Sangiovese in Italy, it's no wonder that winemaker Alessio Carli shines with the grape from this vineyard planted in rocky limestone 25 miles east of Monterey Bay. Aromas of leather, sour plums and cranberry lead into soft flavors of raspberry fruit, tar and espresso. Leathery grip gives it a slightly rustic feel as well.",,,Pietra Santa 2010 Sangiovese (Cienega Valley),$18, California,91, Central Coast,Matt Kettmann,@mattkettmann,Cienega Valley,Not rated yet [Add Your Review],Sangiovese,2010,Pietra Santa
1997,14.5%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,5/1/2015,"Aromas of violet, plum, savory herb and a hint of toasted oak lead the nose. The rich palate delivers ripe wild cherry, crushed raspberry, coffee, vanilla and mocha alongside velvety tannins. It's ripe, round and already almost accessible. Drink 2017–2025.",,Terralsole USA,Terralsole 2010  Brunello di Montalcino,$74, Tuscany,91,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2010,Terralsole
1998,14.5%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,5/1/2015,"Aromas recall blue flower, plum, underbrush and baking spice. The full-bodied palate offers mature black cherry, tobacco, anise and black pepper alongside a backbone of firm but refined tannins. Drink 2017–2022.",,Terlato Wines International,Il Poggione 2010  Brunello di Montalcino,$85, Tuscany,91,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2010,Il Poggione
1999,14%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,5/1/2015,"Fleshy dark-skinned fruit, vanilla, underbrush, leather and eucalyptus aromas lead the nose. The round, chewy palate offers mature black cherry, game, anisette and plum cake alongside velvety tannins. It's already surprisingly accessible. Enjoy through 2022.",Pian delle Vigne,Ste. Michelle Wine Estates,Marchesi Antinori 2010 Pian delle Vigne  (Brunello di Montalcino),$80, Tuscany,91,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2010,Marchesi Antinori
2000,14.5%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,5/1/2015,"Aromas of forest floor, perfumed berry, cooking spice and a whiff of violet lead the nose on this structured red. The firm palate offers lightly toasted oak, wild cherry, orange zest, licorice, menthol and Mediterranean herb alongside fine-grained tannins and bright acidity. Hold for complexity.",,HP Selections,Talenti 2010  Brunello di Montalcino,$60, Tuscany,91,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2010,Talenti
2001,14.5%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,5/1/2015,"Earthy aromas of violet, mature berry, sage, tilled soil and a funky note of game lead the nose. The funky note carries over to the palate along with dried plum and white pepper. Youthfully austere tannins provide the backbone.",,Soilair Selection,Lisini 2010  Brunello di Montalcino,$120, Tuscany,90,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2010,Lisini
2002,14.5%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,5/1/2015,"Aromas of toasted oak, berry, spearmint and stewed plum lead the nose on this concentrated wine. The dense palate offers mature plum, fleshy black cherry, vanilla and licorice alongside assertive tannins that need to unwind. Drink after 2018.",Manachiara,Kobrand,Tenute Silvio Nardi 2010 Manachiara  (Brunello di Montalcino),$105, Tuscany,90,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2010,Tenute Silvio Nardi
2003,N/A,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,5/1/2015,"Pretty aromas of red berry, menthol, savory herb and cooking spice lead the nose. The palate offers tart red cherry, white pepper and Mediterranean herb alongside firm, refined tannins and bright acidity. It needs time to develop fully. Drink 2017–2022.",Greppone Mazzi,"Constellation Brands, Inc",Ruffino 2010 Greppone Mazzi  (Brunello di Montalcino),$80, Tuscany,90,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2010,Ruffino
2004,14.5%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,5/1/2015,"Aromas of stewed fruit, prune and hay lead the nose on this brawny wine. The savory but monolithic palate offers dried cherry, fig, licorice and tobacco alongside velvety tannins. Drink through 2018.",Riserva,North Berkeley Imports,Collosorbo 2009 Riserva  (Brunello di Montalcino),$75, Tuscany,90,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2009,Collosorbo
2005,14.5%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,5/1/2015,"Floral scents of rose and violet also convey red berry, Mediterranean scrub and peppermint camphor. The palate is still tightly wound but reveals crunchy red cherry, cinnamon, white pepper and anise alongside bracing tannins. Drink after 2018.",,Montcalm Wine Importers,Capanne Ricci 2010  Brunello di Montalcino,$55, Tuscany,90,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2010,Capanne Ricci
2006,14.5%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,5/1/2015,"Aromas recall leafy underbrush, woodland berry, coffee, tilled soil and game. The dense palate offers ripe black cherry accented with sage, vanilla, espresso, leather, anise and tobacco alongside assertive, astringent tannins that need to unwind. Drink 2018–2025.",,Massanois Imports,Fanti 2010  Brunello di Montalcino,$50, Tuscany,90,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2010,Fanti
2007,14.5%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,5/1/2015,"Earthy aromas of truffle, leather, scorched earth, game and a balsamic note lead the nose. The brawny, monolithic palate delivers ripe red berry, steeped plum, licorice and a confectionary note alongside chewy tannins.",Riserva,Franco Wine Imports,Il Grappolo 2009 Riserva  (Brunello di Montalcino),$65, Tuscany,90,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2009,Il Grappolo
2008,14.5%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,5/1/2015,"Underbrush, dried tobacco leaf, dark-skinned fruit and espresso aromas form in the glass. The firm palate offers crushed red cherry, licorice, tobacco and sage alongside tightly woven tannins that need time to unwind. Drink 2020–2030.",Alta,Blicker Pierce Wagner Wine Merchants,Tenuta Buon Tempo 2010 Alta  (Brunello di Montalcino),N/A, Tuscany,90,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2010,Tenuta Buon Tempo
2009,14.5%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,5/1/2015,"This opens with earthy aromas of wild berry, truffle, underbrush, leather and tilled soil. The savory palate offers juicy cherry, crushed raspberry and savory herb alongside polished tannins. It's not loaded with complexity but it's already smooth and delicious. Enjoy 2016–2022.",,Multiple U.S. importers,La Gerla 2010  Brunello di Montalcino,N/A, Tuscany,90,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2010,La Gerla
2010,13%,"Maremma Toscana, Tuscany, Italy",750 ml,Red, Italy,5/1/2015,"Bright and elegant, this opens with aromas of blue flower, woodland berry, baking spice and a whiff of toasted oak. The sleek, savory palate doles out sour cherry, crushed strawberry, cinnamon and a hint of thyme alongside polished tannins.",Carandelle,Planet Wine,Podere San Cristoforo 2013 Carandelle  (Maremma Toscana),$25, Tuscany,90,Maremma Toscana,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2013,Podere San Cristoforo
